SHCODE56,COUNTRY,YEAR,GDP,OPEN
18,GHANA,1969,928.00,0.00
18,GHANA,1970,1059.00,0.00
18,GHANA,1971,1040.00,0.00
18,GHANA,1972,942.00,0.00
18,GHANA,1973,973.00,0.00
18,GHANA,1974,1091.00,0.00
18,GHANA,1975,914.00,0.00
18,GHANA,1976,868.00,0.00
18,GHANA,1977,918.00,0.00
18,GHANA,1978,1027.00,0.00
18,GHANA,1979,949.00,0.00
18,GHANA,1980,976.00,0.00
18,GHANA,1981,936.00,0.00
18,GHANA,1982,795.00,0.00
18,GHANA,1983,770.00,0.00
18,GHANA,1984,785.00,0.00
18,GHANA,1985,792.00,0.00
18,GHANA,1986,807.00,1.00
18,GHANA,1987,808.00,1.00
18,GHANA,1988,811.00,1.00
18,GHANA,1989,821.00,1.00
18,GHANA,1990,902.00,1.00
18,GHANA,1991,915.00,1.00
18,GHANA,1992,956.00,1.00
19,GUINEA,1950,,
19,GUINEA,1951,,
19,GUINEA,1952,,
19,GUINEA,1953,,
19,GUINEA,1954,,
19,GUINEA,1955,,
19,GUINEA,1956,,
19,GUINEA,1957,,
19,GUINEA,1958,,0.00
19,GUINEA,1959,492.00,0.00
19,GUINEA,1960,559.00,0.00
19,GUINEA,1961,602.00,0.00
19,GUINEA,1962,589.00,0.00
19,GUINEA,1963,586.00,0.00
19,GUINEA,1964,530.00,0.00
19,GUINEA,1965,545.00,0.00
19,GUINEA,1966,554.00,0.00
19,GUINEA,1967,525.00,0.00
19,GUINEA,1968,528.00,0.00
19,GUINEA,1969,519.00,0.00
19,GUINEA,1970,467.00,0.00
19,GUINEA,1971,572.00,0.00
19,GUINEA,1972,541.00,0.00
19,GUINEA,1973,573.00,0.00
19,GUINEA,1974,643.00,0.00
19,GUINEA,1975,686.00,0.00
19,GUINEA,1976,744.00,0.00
19,GUINEA,1977,756.00,0.00
19,GUINEA,1978,769.00,0.00
19,GUINEA,1979,760.00,0.00
19,GUINEA,1980,817.00,0.00
19,GUINEA,1981,770.00,0.00
19,GUINEA,1982,782.00,0.00
19,GUINEA,1983,747.00,0.00
19,GUINEA,1984,699.00,0.00
19,GUINEA,1985,712.00,0.00
19,GUINEA,1986,733.00,0.00
19,GUINEA,1987,743.00,1.00
19,GUINEA,1988,775.00,1.00
19,GUINEA,1989,775.00,1.00
19,GUINEA,1990,767.00,1.00
19,GUINEA,1991,763.00,1.00
19,GUINEA,1992,740.00,1.00
20,GUINEA-BISS,1950,,
20,GUINEA-BISS,1951,,
20,GUINEA-BISS,1952,,
20,GUINEA-BISS,1953,,
20,GUINEA-BISS,1954,,
20,GUINEA-BISS,1955,,
20,GUINEA-BISS,1956,,
20,GUINEA-BISS,1957,,
20,GUINEA-BISS,1958,,0.00
20,GUINEA-BISS,1959,,0.00
20,GUINEA-BISS,1960,503.00,0.00
20,GUINEA-BISS,1961,489.00,0.00
20,GUINEA-BISS,1962,498.00,0.00
20,GUINEA-BISS,1963,580.00,0.00
20,GUINEA-BISS,1964,606.00,0.00
20,GUINEA-BISS,1965,612.00,0.00
20,GUINEA-BISS,1966,553.00,0.00
20,GUINEA-BISS,1967,624.00,0.00
20,GUINEA-BISS,1968,646.00,0.00
20,GUINEA-BISS,1969,743.00,0.00
20,GUINEA-BISS,1970,699.00,0.00
20,GUINEA-BISS,1971,749.00,0.00
20,GUINEA-BISS,1972,831.00,0.00
20,GUINEA-BISS,1973,856.00,0.00
20,GUINEA-BISS,1974,872.00,0.00
20,GUINEA-BISS,1975,770.00,0.00
20,GUINEA-BISS,1976,749.00,0.00
20,GUINEA-BISS,1977,595.00,0.00
20,GUINEA-BISS,1978,619.00,0.00
20,GUINEA-BISS,1979,556.00,0.00
20,GUINEA-BISS,1980,471.00,0.00
20,GUINEA-BISS,1981,573.00,0.00
20,GUINEA-BISS,1982,633.00,0.00
20,GUINEA-BISS,1983,606.00,0.00
20,GUINEA-BISS,1984,627.00,0.00
20,GUINEA-BISS,1985,650.00,0.00
20,GUINEA-BISS,1986,627.00,0.00
20,GUINEA-BISS,1987,627.00,1.00
20,GUINEA-BISS,1988,654.00,1.00
20,GUINEA-BISS,1989,698.00,1.00
20,GUINEA-BISS,1990,689.00,1.00
20,GUINEA-BISS,1991,593.00,1.00
20,GUINEA-BISS,1992,634.00,1.00
21,IVORY COAST,1950,,
21,IVORY COAST,1951,,
21,IVORY COAST,1952,,
21,IVORY COAST,1953,,
21,IVORY COAST,1954,,
21,IVORY COAST,1955,,
21,IVORY COAST,1956,,
21,IVORY COAST,1957,,
21,IVORY COAST,1958,,
21,IVORY COAST,1959,,
21,IVORY COAST,1960,1120.00,0.00
21,IVORY COAST,1961,1155.00,0.00
21,IVORY COAST,1962,1181.00,0.00
21,IVORY COAST,1963,1281.00,0.00
21,IVORY COAST,1964,1422.00,0.00
21,IVORY COAST,1965,1400.00,0.00
21,IVORY COAST,1966,1407.00,0.00
21,IVORY COAST,1967,1400.00,0.00
21,IVORY COAST,1968,1515.00,0.00
21,IVORY COAST,1969,1497.00,0.00
21,IVORY COAST,1970,1615.00,0.00
21,IVORY COAST,1971,1658.00,0.00
21,IVORY COAST,1972,1655.00,0.00
21,IVORY COAST,1973,1694.00,0.00
21,IVORY COAST,1974,1721.00,0.00
21,IVORY COAST,1975,1816.00,0.00
21,IVORY COAST,1976,1970.00,0.00
21,IVORY COAST,1977,2060.00,0.00
21,IVORY COAST,1978,2237.00,0.00
21,IVORY COAST,1979,2228.00,0.00
21,IVORY COAST,1980,1790.00,0.00
21,IVORY COAST,1981,1790.00,0.00
21,IVORY COAST,1982,1697.00,0.00
21,IVORY COAST,1983,1618.00,0.00
21,IVORY COAST,1984,1539.00,0.00
21,IVORY COAST,1985,1545.00,0.00
21,IVORY COAST,1986,1558.00,0.00
21,IVORY COAST,1987,1520.00,0.00
21,IVORY COAST,1988,1419.00,0.00
21,IVORY COAST,1989,1336.00,0.00
21,IVORY COAST,1990,1213.00,0.00
21,IVORY COAST,1991,1158.00,0.00
21,IVORY COAST,1992,1104.00,0.00
22,KENYA,1950,590.00,
22,KENYA,1951,682.00,
22,KENYA,1952,622.00,
22,KENYA,1953,589.00,
22,KENYA,1954,635.00,
22,KENYA,1955,667.00,
22,KENYA,1956,666.00,
22,KENYA,1957,672.00,
22,KENYA,1958,640.00,
22,KENYA,1959,602.00,
22,KENYA,1960,659.00,
22,KENYA,1961,563.00,
22,KENYA,1962,589.00,
22,KENYA,1963,622.00,1.00
22,KENYA,1964,622.00,1.00
22,KENYA,1965,614.00,1.00
22,KENYA,1966,660.00,1.00
22,KENYA,1967,679.00,1.00
22,KENYA,1968,698.00,0.00
22,KENYA,1969,711.00,0.00
22,KENYA,1970,586.00,0.00
22,KENYA,1971,749.00,0.00
22,KENYA,1972,839.00,0.00
22,KENYA,1973,804.00,0.00
22,KENYA,1974,847.00,0.00
22,KENYA,1975,837.00,0.00
22,KENYA,1976,804.00,0.00
22,KENYA,1977,843.00,0.00
22,KENYA,1978,898.00,0.00
22,KENYA,1979,931.00,0.00
22,KENYA,1980,911.00,0.00
22,KENYA,1981,870.00,0.00
22,KENYA,1982,860.00,0.00
22,KENYA,1983,836.00,0.00
22,KENYA,1984,833.00,0.00
22,KENYA,1985,794.00,0.00
22,KENYA,1986,857.00,0.00
22,KENYA,1987,881.00,0.00
22,KENYA,1988,902.00,0.00
22,KENYA,1989,914.00,0.00
22,KENYA,1990,911.00,0.00
22,KENYA,1991,902.00,0.00
22,KENYA,1992,914.00,0.00
23,LESOTHO,1950,,
23,LESOTHO,1951,,
23,LESOTHO,1952,,
23,LESOTHO,1953,,
23,LESOTHO,1954,,
23,LESOTHO,1955,,
23,LESOTHO,1956,,
23,LESOTHO,1957,,
23,LESOTHO,1958,,
23,LESOTHO,1959,,
23,LESOTHO,1960,313.00,
23,LESOTHO,1961,313.00,
23,LESOTHO,1962,358.00,
23,LESOTHO,1963,393.00
23,LESOTHO,1964,408.00
23,LESOTHO,1965,409.00
23,LESOTHO,1966,486.00
23,LESOTHO,1967,482.00
23,LESOTHO,1968,486.00
23,LESOTHO,1969,483.00
23,LESOTHO,1970,419.00
23,LESOTHO,1971,457.00
23,LESOTHO,1972,531.00
23,LESOTHO,1973,640.00
23,LESOTHO,1974,718.00
23,LESOTHO,1975,762.00
23,LESOTHO,1976,837.00
23,LESOTHO,1977,888.00
23,LESOTHO,1978,975.00
23,LESOTHO,1979,982.00
23,LESOTHO,1980,994.00
23,LESOTHO,1981,1020.00
23,LESOTHO,1982,1029.00
23,LESOTHO,1983,1013.00
23,LESOTHO,1984,1021.00
23,LESOTHO,1985,975.00
23,LESOTHO,1986,928.00
23,LESOTHO,1987,949.00
23,LESOTHO,1988,1059.00
23,LESOTHO,1989,1029.00
23,LESOTHO,1990,972.00
23,LESOTHO,1991,988.00
23,LESOTHO,1992,952.00
24,LIBERIA,1950,
24,LIBERIA,1951,
24,LIBERIA,1952,
24,LIBERIA,1953,
24,LIBERIA,1954,
24,LIBERIA,1955,
24,LIBERIA,1956,
24,LIBERIA,1957,
24,LIBERIA,1958,
24,LIBERIA,1959,
24,LIBERIA,1960,717.00
24,LIBERIA,1961,740.00
24,LIBERIA,1962,734.00
24,LIBERIA,1963,805.00
24,LIBERIA,1964,804.00
24,LIBERIA,1965,824.00
24,LIBERIA,1966,885.00
24,LIBERIA,1967,917.00
24,LIBERIA,1968,912.00
24,LIBERIA,1969,949.00
24,LIBERIA,1970,982.00
24,LIBERIA,1971,1068.00
24,LIBERIA,1972,944.00
24,LIBERIA,1973,1037.00
24,LIBERIA,1974,1053.00
24,LIBERIA,1975,946.00
24,LIBERIA,1976,992.00
24,LIBERIA,1977,1029.00
24,LIBERIA,1978,1034.00
24,LIBERIA,1979,1015.00
24,LIBERIA,1980,927.00
24,LIBERIA,1981,962.00
24,LIBERIA,1982,936.00
24,LIBERIA,1983,921.00
24,LIBERIA,1984,869.00
24,LIBERIA,1985,853.00
24,LIBERIA,1986,788.00
24,LIBERIA,1987,
24,LIBERIA,1988,
24,LIBERIA,1989,
24,LIBERIA,1990,
24,LIBERIA,1991,
24,LIBERIA,1992,
25,MADAGASCAR,1950,
25,MADAGASCAR,1951,
25,MADAGASCAR,1952,
25,MADAGASCAR,1953,
25,MADAGASCAR,1954,
25,MADAGASCAR,1955,
25,MADAGASCAR,1956,
25,MADAGASCAR,1957,,
25,MADAGASCAR,1958,,
25,MADAGASCAR,1959,,
25,MADAGASCAR,1960,1191.00,0.00
25,MADAGASCAR,1961,1179.00,0.00
25,MADAGASCAR,1962,1185.00,0.00
25,MADAGASCAR,1963,1152.00,0.00
25,MADAGASCAR,1964,1120.00,0.00
25,MADAGASCAR,1965,1111.00,0.00
25,MADAGASCAR,1966,1111.00,0.00
25,MADAGASCAR,1967,1121.00,0.00
25,MADAGASCAR,1968,1095.00,0.00
25,MADAGASCAR,1969,1132.00,0.00
25,MADAGASCAR,1970,1146.00,0.00
25,MADAGASCAR,1971,1206.00,0.00
25,MADAGASCAR,1972,1137.00,0.00
25,MADAGASCAR,1973,1069.00,0.00
25,MADAGASCAR,1974,1014.00,0.00
25,MADAGASCAR,1975,995.00,0.00
25,MADAGASCAR,1976,930.00,0.00
25,MADAGASCAR,1977,939.00,0.00
25,MADAGASCAR,1978,905.00,0.00
25,MADAGASCAR,1979,995.00,0.00
25,MADAGASCAR,1980,984.00,0.00
25,MADAGASCAR,1981,847.00,0.00
25,MADAGASCAR,1982,821.00,0.00
25,MADAGASCAR,1983,795.00,0.00
25,MADAGASCAR,1984,766.00,0.00
25,MADAGASCAR,1985,769.00,0.00
25,MADAGASCAR,1986,730.00,0.00
25,MADAGASCAR,1987,711.00,0.00
25,MADAGASCAR,1988,685.00,0.00
25,MADAGASCAR,1989,680.00,0.00
25,MADAGASCAR,1990,675.00,0.00
25,MADAGASCAR,1991,638.00,0.00
25,MADAGASCAR,1992,608.00,0.00
26,MALAWI,1950,,
26,MALAWI,1951,,
26,MALAWI,1952,,
26,MALAWI,1953,,
26,MALAWI,1954,328.00,
26,MALAWI,1955,342.00,
26,MALAWI,1956,363.00,
26,MALAWI,1957,380.00,
26,MALAWI,1958,382.00,
26,MALAWI,1959,367.00,
26,MALAWI,1960,380.00,
26,MALAWI,1961,412.00,
26,MALAWI,1962,387.00,
26,MALAWI,1963,382.00,
26,MALAWI,1964,371.00,
26,MALAWI,1965,412.00,
26,MALAWI,1966,440.00,0.00
26,MALAWI,1967,457.00,0.00
26,MALAWI,1968,451.00,0.00
26,MALAWI,1969,464.00,0.00
26,MALAWI,1970,440.00,0.00
26,MALAWI,1971,505.00,0.00
26,MALAWI,1972,498.00,0.00
26,MALAWI,1973,479.00,0.00
26,MALAWI,1974,487.00,0.00
26,MALAWI,1975,509.00,0.00
26,MALAWI,1976,508.00,0.00
26,MALAWI,1977,502.00,0.00
26,MALAWI,1978,544.00,0.00
26,MALAWI,1979,553.00,0.00
26,MALAWI,1980,554.00,0.00
26,MALAWI,1981,512.00,0.00
26,MALAWI,1982,495.00,0.00
26,MALAWI,1983,487.00,0.00
26,MALAWI,1984,508.00,0.00
26,MALAWI,1985,518.00,0.00
26,MALAWI,1986,502.00,0.00
26,MALAWI,1987,493.00,0.00
26,MALAWI,1988,493.00,0.00
26,MALAWI,1989,525.00,0.00
26,MALAWI,1990,519.00,0.00
26,MALAWI,1991,547.00,0.00
26,MALAWI,1992,496.00,0.00
27,MALI,1950,,
27,MALI,1951,,
27,MALI,1952,,
27,MALI,1953,,
27,MALI,1954,,
27,MALI,1955,,
27,MALI,1956,,
27,MALI,1957,,
27,MALI,1958,,
27,MALI,1959,,
27,MALI,1960,535.00,0.00
27,MALI,1961,516.00,0.00
27,MALI,1962,503.00,0.00
27,MALI,1963,512.00,0.00
27,MALI,1964,421.00,0.00
27,MALI,1965,435.00,0.00
27,MALI,1966,427.00,0.00
27,MALI,1967,425.00,0.00
27,MALI,1968,416.00,0.00
27,MALI,1969,400.00,0.00
27,MALI,1970,419.00,0.00
27,MALI,1971,421.00,0.00
27,MALI,1972,440.00,0.00
27,MALI,1973,424.00,0.00
27,MALI,1974,432.00,0.00
27,MALI,1975,461.00,0.00
27,MALI,1976,495.00,0.00
27,MALI,1977,502.00,0.00
27,MALI,1978,511.00,0.00
27,MALI,1979,551.00,0.00
27,MALI,1980,532.00,0.00
27,MALI,1981,512.00,0.00
27,MALI,1982,524.00,0.00
27,MALI,1983,503.00,0.00
27,MALI,1984,506.00,0.00
27,MALI,1985,532.00,0.00
27,MALI,1986,550.00,0.00
27,MALI,1987,530.00,0.00
27,MALI,1988,516.00,0.00
27,MALI,1989,556.00,0.00
27,MALI,1990,531.00,0.00
27,MALI,1991,495.00,1.00
27,MALI,1992,,1.00
28,MAURITANIA,1950,,
28,MAURITANIA,1951,,
28,MAURITANIA,1952,,
28,MAURITANIA,1953,,
28,MAURITANIA,1954,,
28,MAURITANIA,1955,,
28,MAURITANIA,1956,,
28,MAURITANIA,1957,,
28,MAURITANIA,1958,,
28,MAURITANIA,1959,,
28,MAURITANIA,1960,780.00,
28,MAURITANIA,1961,846.00,
28,MAURITANIA,1962,824.00,
28,MAURITANIA,1963,736.00,
28,MAURITANIA,1964,839.00,
28,MAURITANIA,1965,882.00,
28,MAURITANIA,1966,856.00,
28,MAURITANIA,1967,843.00,
28,MAURITANIA,1968,854.00,0.00
28,MAURITANIA,1969,857.00,0.00
28,MAURITANIA,1970,872.00,0.00
28,MAURITANIA,1971,860.00,0.00
28,MAURITANIA,1972,857.00,0.00
28,MAURITANIA,1973,850.00,0.00
28,MAURITANIA,1974,966.00,0.00
28,MAURITANIA,1975,915.00,0.00
28,MAURITANIA,1976,1117.00,0.00
28,MAURITANIA,1977,1056.00,0.00
28,MAURITANIA,1978,959.00,0.00
28,MAURITANIA,1979,931.00,0.00
28,MAURITANIA,1980,885.00,0.00
28,MAURITANIA,1981,888.00,0.00
28,MAURITANIA,1982,885.00,0.00
28,MAURITANIA,1983,939.00,0.00
28,MAURITANIA,1984,847.00,0.00
28,MAURITANIA,1985,824.00,0.00
28,MAURITANIA,1986,839.00,0.00
28,MAURITANIA,1987,809.00,0.00
28,MAURITANIA,1988,788.00,0.00
28,MAURITANIA,1989,808.00,0.00
28,MAURITANIA,1990,791.00,0.00
28,MAURITANIA,1991,802.00,0.00
28,MAURITANIA,1992,837.00,0.00
29,MAURITIUS,1950,3295.00,
29,MAURITIUS,1951,3234.00,
29,MAURITIUS,1952,3221.00,
29,MAURITIUS,1953,3107.00,
29,MAURITIUS,1954,2919.00,
29,MAURITIUS,1955,3096.00,
29,MAURITIUS,1956,2913.00,
29,MAURITIUS,1957,3038.00,
29,MAURITIUS,1958,3003.00,
29,MAURITIUS,1959,2913.00,
29,MAURITIUS,1960,2862.00,
29,MAURITIUS,1961,3322.00,
29,MAURITIUS,1962,3016.00,
29,MAURITIUS,1963,3120.00,
29,MAURITIUS,1964,3300.00,
29,MAURITIUS,1965,3136.00,
29,MAURITIUS,1966,3025.00,
29,MAURITIUS,1967,3148.00,
29,MAURITIUS,1968,3094.00,1.00
29,MAURITIUS,1969,2678.00,1.00
29,MAURITIUS,1970,2398.00,1.00
29,MAURITIUS,1971,2523.00,1.00
29,MAURITIUS,1972,2566.00,1.00
29,MAURITIUS,1973,2584.00,1.00
29,MAURITIUS,1974,3312.00,1.00
29,MAURITIUS,1975,3638.00,1.00
29,MAURITIUS,1976,3931.00,1.00
29,MAURITIUS,1977,4178.00,1.00
29,MAURITIUS,1978,4329.00,1.00
29,MAURITIUS,1979,4412.00,1.00
29,MAURITIUS,1980,3988.00,1.00
29,MAURITIUS,1981,3969.00,1.00
29,MAURITIUS,1982,3905.00,1.00
29,MAURITIUS,1983,3911.00,1.00
29,MAURITIUS,1984,4061.00,1.00
29,MAURITIUS,1985,4226.00,1.00
29,MAURITIUS,1986,4462.00,1.00
29,MAURITIUS,1987,5066.00,1.00
29,MAURITIUS,1988,5286.00,1.00
29,MAURITIUS,1989,6115.00,1.00
29,MAURITIUS,1990,5838.00,1.00
29,MAURITIUS,1991,5959.00,1.00
29,MAURITIUS,1992,6167.00,1.00
30,MOROCCO,1950,821.00,
30,MOROCCO,1951,833.00,
30,MOROCCO,1952,873.00,
30,MOROCCO,1953,860.00,
30,MOROCCO,1954,881.00,
30,MOROCCO,1955,839.00,
30,MOROCCO,1956,812.00,1.00
30,MOROCCO,1957,776.00,1.00
30,MOROCCO,1958,809.00,1.00
30,MOROCCO,1959,808.00,1.00
30,MOROCCO,1960,815.00,1.00
30,MOROCCO,1961,994.00,1.00
30,MOROCCO,1962,1110.00,1.00
30,MOROCCO,1963,1246.00,1.00
30,MOROCCO,1964,1268.00,1.00
30,MOROCCO,1965,1221.00,0.00
30,MOROCCO,1966,1161.00,0.00
30,MOROCCO,1967,1184.00,0.00
30,MOROCCO,1968,1277.00,0.00
30,MOROCCO,1969,1322.00,0.00
30,MOROCCO,1970,1342.00,0.00
30,MOROCCO,1971,1367.00,0.00
30,MOROCCO,1972,1367.00,0.00
30,MOROCCO,1973,1384.00,0.00
30,MOROCCO,1974,1433.00,0.00
30,MOROCCO,1975,1548.00,0.00
30,MOROCCO,1976,1745.00,0.00
30,MOROCCO,1977,1774.00,0.00
30,MOROCCO,1978,1819.00,0.00
30,MOROCCO,1979,1879.00,0.00
30,MOROCCO,1980,1941.00,0.00
30,MOROCCO,1981,1855.00,0.00
30,MOROCCO,1982,1954.00,0.00
30,MOROCCO,1983,1879.00,0.00
30,MOROCCO,1984,1905.00,0.00
30,MOROCCO,1985,1956.00,1.00
30,MOROCCO,1986,2104.00,1.00
30,MOROCCO,1987,2014.00,1.00
30,MOROCCO,1988,2131.00,1.00
30,MOROCCO,1989,2159.00,1.00
30,MOROCCO,1990,2151.00,1.00
30,MOROCCO,1991,2241.00,1.00
30,MOROCCO,1992,2173.00,1.00
31,MOZAMBIQUE,1950,,
31,MOZAMBIQUE,1951,,
31,MOZAMBIQUE,1952,,
31,MOZAMBIQUE,1953,,
31,MOZAMBIQUE,1954,,
31,MOZAMBIQUE,1955,
31,MOZAMBIQUE,1956,
31,MOZAMBIQUE,1957,
31,MOZAMBIQUE,1958,
31,MOZAMBIQUE,1959,
31,MOZAMBIQUE,1960,1153.00
31,MOZAMBIQUE,1961,1155.00
31,MOZAMBIQUE,1962,1227.00
31,MOZAMBIQUE,1963,1253.00
31,MOZAMBIQUE,1964,1264.00
31,MOZAMBIQUE,1965,1265.00
31,MOZAMBIQUE,1966,1278.00
31,MOZAMBIQUE,1967,1367.00
31,MOZAMBIQUE,1968,1429.00
31,MOZAMBIQUE,1969,1500.00
31,MOZAMBIQUE,1970,1497.00
31,MOZAMBIQUE,1971,1562.00,
31,MOZAMBIQUE,1972,1590.00,
31,MOZAMBIQUE,1973,1681.00,
31,MOZAMBIQUE,1974,1407.00,
31,MOZAMBIQUE,1975,1182.00,0.00
31,MOZAMBIQUE,1976,1095.00,0.00
31,MOZAMBIQUE,1977,1103.00,0.00
31,MOZAMBIQUE,1978,1072.00,0.00
31,MOZAMBIQUE,1979,1078.00,0.00
31,MOZAMBIQUE,1980,923.00,0.00
31,MOZAMBIQUE,1981,939.00,0.00
31,MOZAMBIQUE,1982,905.00,0.00
31,MOZAMBIQUE,1983,866.00,0.00
31,MOZAMBIQUE,1984,849.00,0.00
31,MOZAMBIQUE,1985,749.00,0.00
31,MOZAMBIQUE,1986,770.00,0.00
31,MOZAMBIQUE,1987,744.00,0.00
31,MOZAMBIQUE,1988,760.00,0.00
31,MOZAMBIQUE,1989,791.00,0.00
31,MOZAMBIQUE,1990,760.00,0.00
31,MOZAMBIQUE,1991,743.00,0.00
31,MOZAMBIQUE,1992,711.00,0.00
32,NAMIBIA,1950,,
32,NAMIBIA,1951,,
32,NAMIBIA,1952,,
32,NAMIBIA,1953,,
32,NAMIBIA,1954,,
32,NAMIBIA,1955,,
32,NAMIBIA,1956,,
32,NAMIBIA,1957,,
32,NAMIBIA,1958,,
32,NAMIBIA,1959,,
32,NAMIBIA,1960,1790.00
32,NAMIBIA,1961,1793.00
32,NAMIBIA,1962,1973.00
32,NAMIBIA,1963,2076.00
32,NAMIBIA,1964,2233.00
32,NAMIBIA,1965,2325.00
32,NAMIBIA,1966,2407.00
32,NAMIBIA,1967,2385.00
32,NAMIBIA,1968,2407.00
32,NAMIBIA,1969,2485.00
32,NAMIBIA,1970,2642.00
32,NAMIBIA,1971,3324.00
32,NAMIBIA,1972,3499.00
32,NAMIBIA,1973,3595.00
32,NAMIBIA,1974,3865.00
32,NAMIBIA,1975,3608.00
32,NAMIBIA,1976,3763.00
32,NAMIBIA,1977,4004.00
32,NAMIBIA,1978,4200.00
32,NAMIBIA,1979,4313.00
32,NAMIBIA,1980,2904.00
32,NAMIBIA,1981,3287.00
32,NAMIBIA,1982,3118.00
32,NAMIBIA,1983,2891.00
32,NAMIBIA,1984,2809.00
32,NAMIBIA,1985,2604.00
32,NAMIBIA,1986,2649.00
32,NAMIBIA,1987,2819.00
32,NAMIBIA,1988,2787.00
32,NAMIBIA,1989,2796.00
32,NAMIBIA,1990,2854.00
32,NAMIBIA,1991,2790.00
32,NAMIBIA,1992,2774.00,
33,NIGER,1950,,
33,NIGER,1951,,
33,NIGER,1952,,
33,NIGER,1953,,
33,NIGER,1954,,
33,NIGER,1955,,
33,NIGER,1956,,
33,NIGER,1957,,
33,NIGER,1958,,
33,NIGER,1959,,
33,NIGER,1960,532.00,0.00
33,NIGER,1961,553.00,0.00
33,NIGER,1962,612.00,0.00
33,NIGER,1963,625.00,0.00
33,NIGER,1964,603.00,0.00
33,NIGER,1965,641.00,0.00
33,NIGER,1966,760.00,0.00
33,NIGER,1967,756.00,0.00
33,NIGER,1968,756.00,0.00
33,NIGER,1969,692.00,0.00
33,NIGER,1970,805.00,0.00
33,NIGER,1971,824.00,0.00
33,NIGER,1972,760.00,0.00
33,NIGER,1973,580.00,0.00
33,NIGER,1974,702.00,0.00
33,NIGER,1975,596.00,0.00
33,NIGER,1976,588.00,0.00
33,NIGER,1977,627.00,0.00
33,NIGER,1978,643.00,0.00
33,NIGER,1979,706.00,0.00
33,NIGER,1980,717.00,0.00
33,NIGER,1981,708.00,0.00
33,NIGER,1982,714.00,0.00
33,NIGER,1983,675.00,0.00
33,NIGER,1984,574.00,0.00
33,NIGER,1985,559.00,0.00
33,NIGER,1986,570.00,0.00
33,NIGER,1987,543.00,0.00
33,NIGER,1988,537.00,0.00
33,NIGER,1989,505.00,0.00
33,NIGER,1990,,0.00
33,NIGER,1991,,0.00
33,NIGER,1992,,0.00
34,NIGERIA,1950,456.00,
34,NIGERIA,1951,476.00,
34,NIGERIA,1952,508.00,
34,NIGERIA,1953,508.00,
34,NIGERIA,1954,537.00,
34,NIGERIA,1955,557.00,
34,NIGERIA,1956,538.00,
34,NIGERIA,1957,541.00,
34,NIGERIA,1958,567.00,
34,NIGERIA,1959,596.00,
34,NIGERIA,1960,567.00,0.00
34,NIGERIA,1961,551.00,0.00
34,NIGERIA,1962,553.00,0.00
34,NIGERIA,1963,582.00,0.00
34,NIGERIA,1964,606.00,0.00
34,NIGERIA,1965,624.00,0.00
34,NIGERIA,1966,582.00,0.00
34,NIGERIA,1967,485.00,0.00
34,NIGERIA,1968,482.00,0.00
34,NIGERIA,1969,625.00,0.00
34,NIGERIA,1970,767.00,0.00
34,NIGERIA,1971,1055.00,0.00
34,NIGERIA,1972,1002.00,0.00
34,NIGERIA,1973,1068.00,0.00
34,NIGERIA,1974,1192.00,0.00
34,NIGERIA,1975,1245.00,0.00
34,NIGERIA,1976,1281.00,0.00
34,NIGERIA,1977,1480.00,0.00
34,NIGERIA,1978,1513.00,0.00
34,NIGERIA,1979,1393.00,0.00
34,NIGERIA,1980,1438.00,0.00
34,NIGERIA,1981,1515.00,0.00
34,NIGERIA,1982,1419.00,0.00
34,NIGERIA,1983,1259.00,0.00
34,NIGERIA,1984,1068.00,0.00
34,NIGERIA,1985,1062.00,0.00
34,NIGERIA,1986,973.00,0.00
34,NIGERIA,1987,901.00,0.00
34,NIGERIA,1988,940.00,0.00
34,NIGERIA,1989,952.00,0.00
34,NIGERIA,1990,995.00,0.00
34,NIGERIA,1991,1040.00,0.00
34,NIGERIA,1992,978.00,0.00
35,REUNION,1950,,
35,REUNION,1951,,
35,REUNION,1952,,
35,REUNION,1953,,
35,REUNION,1954,,
35,REUNION,1955,,
35,REUNION,1956,,
35,REUNION,1957,,
35,REUNION,1958,,
35,REUNION,1959,
35,REUNION,1960,1092.00
35,REUNION,1961,1134.00
35,REUNION,1962,1259.00
35,REUNION,1963,1372.00
35,REUNION,1964,1377.00
35,REUNION,1965,1526.00
35,REUNION,1966,1594.00
35,REUNION,1967,1600.00
35,REUNION,1968,1826.00
35,REUNION,1969,1877.00
35,REUNION,1970,1960.00
35,REUNION,1971,1861.00
35,REUNION,1972,2012.00
35,REUNION,1973,2185.00
35,REUNION,1974,2122.00
35,REUNION,1975,2030.00
35,REUNION,1976,2257.00
35,REUNION,1977,2372.00
35,REUNION,1978,2576.00
35,REUNION,1979,2739.00
35,REUNION,1980,2827.00
35,REUNION,1981,2901.00
35,REUNION,1982,3074.00
35,REUNION,1983,3128.00
35,REUNION,1984,3017.00
35,REUNION,1985,3093.00
35,REUNION,1986,3190.00
35,REUNION,1987,3266.00
35,REUNION,1988,3332.00
35,REUNION,1989,2988.00
35,REUNION,1990,
35,REUNION,1991,,
35,REUNION,1992,,
36,RWANDA,1950,,
36,RWANDA,1951,,
36,RWANDA,1952,,
36,RWANDA,1953,,
36,RWANDA,1954,,
36,RWANDA,1955,,
36,RWANDA,1956,,
36,RWANDA,1957,,
36,RWANDA,1958,,
36,RWANDA,1959,,
36,RWANDA,1960,537.00,
36,RWANDA,1961,506.00,
