countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,cgdpe,cgdpo,ck,ctfp,rgdpna,rkna,rtfpna,labsh,xr,pl_gdpe,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k,pl_gdpo_old,nom_p,nom_pp,pl_gdpe_old,nominal_gdpe,nominal_gdpo,nominal_gdp,timber,oil,ng,coal,bauxite,copper,nickel,lead,phosphate,tin,zinc,gold,silver,iron,countrycode_1,phi_NR_timber,phi_NR_oil,phi_NR_ng,phi_NR_coal,phi_NR_nickel,phi_NR_lead,phi_NR_bauxite,phi_NR_copper,phi_NR_phosphate,phi_NR_tin,phi_NR_zinc,phi_NR_silver,phi_NR_iron,phi_NR_gold,tag_phi_NR_subsoil,phi_NR_subsoil,nominal_gdp_serb,nominal_gdp_mont,mnominal_gdp_serb,mnominal_gdp_mont,share_serb,phi_NR_timber_serb,phi_NR_subsoil_serb,mphi_NR_timber_serb,mphi_NR_subsoil_serb,share_mont,phi_NR_timber_mont,phi_NR_subsoil_mont,mphi_NR_timber_mont,mphi_NR_subsoil_mont
CIV,Cote dIvoire,CFA Franc BCEAO,1972.0,13275.917,12328.561,5.909847999999999,2.1961474,,1.210869,12757.831,12486.421,9836.042,0.67785585,11619.706391193913,24160.203,1.3910525,0.60506046,252.0276274626486,0.14674625,0.14993598,0,0,0,0,,,0.7006215,0.089017384,0.21171854,0.18626057,-0.15410794,-0.033510037,0.1305441520278882,0.3476161126605241,0.1159063648010955,0.23773709,0.23532951,0.41338885,0.5662324,0.2636209,0.2636209,0.5566563,7.1017267e9,7.0702157e9,7.0702157e9,0.0,0.0,0.0,,,,,,,,,,,,CIV,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1973.0,14504.381,12446.735,6.180001,2.2762704,,1.2241745,13889.011,13173.599,10749.208,0.6620763,12309.796449896012,25916.959,1.3933884,0.60506046,222.8891830532274,0.18289632,0.19282877,0,0,0,0,,,0.7371372,0.10141423,0.21435474,0.19584998,-0.19219604,-0.056560144,0.15712284558970968,0.4356368874741961,0.15195273117381292,0.33355048,0.28181288,0.48745,0.6901767,0.27883863,0.27883863,0.6559217,9.110103e9,9.092111e9,9.092111e9,0.0,0.0,0.0,,,,,,,,,,,,CIV,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1974.0,16090.19,12837.19,6.466158,2.368053,,1.2376263,15493.058,14097.561,11563.549,0.69581676,12842.542874845156,27344.125,1.3804446,0.60506046,240.7046676378228,0.19816846,0.21778487,0,0,0,0,,,0.7430575,0.085985735,0.21137637,0.22802891,-0.24107838,-0.027370075,0.16583374279474733,0.55797256517817,0.16547100571290865,0.37774312,0.2844263,0.57012385,0.71462387,0.3054797,0.3054797,0.64871234,1.0050537e10,1.0074453e10,1.0074453e10,0.0,0.0,0.0,,,,,,,,,,,,CIV,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1975.0,15838.398,13690.143,6.768313,2.4682267,,1.251226,15273.488,14700.9,12651.102,0.7059673,13902.398693528448,29087.484,1.4128554,0.60506046,214.3129003412188,0.2549548,0.2648851,0,0,0,0,,,0.7236887,0.106030636,0.22262281,0.19291322,-0.21822846,-0.027026908,0.2268688824484296,0.5609542538096474,0.20051360512944114,0.41663203,0.351143,0.68748254,0.7941408,0.3337668,0.3337668,0.7638711,1.1666976e10,1.1674585e10,1.1674585e10,0.0,0.0,0.0,,,,,,,,,,,,CIV,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1976.0,18839.398,15618.917,7.086257,2.567663,,1.2645422,18115.96,16514.777,13691.668,0.73358154,15697.863597964359,31395.416,1.5017302,0.60506046,238.9504942670586,0.2573352,0.28228498,0,0,0,0,,,0.7031121,0.116170436,0.23094228,0.19314398,-0.2142079,-0.02916094,0.22820583522109977,0.5586394650879286,0.19445596358021203,0.511265,0.3664237,0.67510796,0.8004961,0.35279173,0.35279173,0.72942525,1.321424e10,1.3220015e10,1.3220015e10,0.0,0.0,0.0,,,,,,,,,,,,CIV,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1977.0,21380.02,16898.568,7.419473999999999,2.6735451,,1.2780001,20563.676,17757.86,15727.541,0.7264173,16846.52614589497,35089.2,1.4954882,0.60506046,245.6796865665755,0.30467963,0.35282028,0,0,0,0,,,0.7203919,0.15182953,0.23109353,0.15982398,-0.24615587,-0.016983146,0.26703222027383583,0.6351963885711016,0.20488747059918627,0.75923204,0.40092003,0.7202026,0.94089746,0.37612498,0.37612498,0.81004894,1.6657583e10,1.6708325e10,1.6708325e10,0.0,0.0,0.0,,,,,,,,,,,,CIV,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1978.0,22482.127,18589.656,7.767109,2.78569,,1.2916013,21577.562,19504.896,18389.0,0.7286059,18684.151346279064,39692.625,1.5311688,0.60506046,225.6558602339574,0.36618814,0.40510073,0,0,0,0,,,0.71575236,0.15940641,0.25486022,0.14985052,-0.25696415,-0.022905307,0.3184748561071298,0.7565380836830038,0.2560360859695389,0.7947305,0.46119523,0.82527286,1.0094352,0.40297973,0.40297973,0.9087011,1.9607554e10,1.9688927e10,1.9688927e10,0.0,0.0,0.0,,,,,,,,,,,,CIV,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1979.0,22289.021,18722.88,8.128032,2.9036107,,1.3053472,21383.865,19797.87,20552.945,0.6953845,19131.473260709885,43487.086,1.4654206,0.60506046,212.7216442623771,0.42751083,0.4617585,0,0,0,0,,,0.71523476,0.14454024,0.27123827,0.15328756,-0.22440176,-0.059899084,0.37960339505242674,0.8929973209168358,0.3057859207565406,0.82604057,0.5379849,0.94511867,1.0619457,0.43845466,0.43845466,0.97504,2.0850123e10,2.102426e10,2.102426e10,0.0,0.0,0.0,,,,,,,,,,,,CIV,0.0,0.0,0.0,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1980.0,17815.7,16384.727,8.500985,3.0265567,,1.3192394,17230.188,17488.02,22167.12,0.59060043,17035.34320392273,46477.137,1.2316295,0.60506046,211.2795554147053,0.5905654,0.5818584,1,0,0,0,0.6073142612817729,,0.6266973,0.15967572,0.27509055,0.29256615,-0.2240193,-0.13001043,0.5994706805231592,0.9669165186730883,0.3518255464610343,0.5619464,0.59710944,1.0613241,1.2257509,0.48233196,0.48233196,1.2243961,2.1096573e10,2.1435955e10,2.1435955e10,0.0,1.906489415763443e7,0.0,,,,,,,,,,,,CIV,0.0,0.0008893885987238129,0.0,,,,,,,,,,,,0,0.0008893885987238129,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1981.0,18369.713,17210.729,8.885888,3.1813123,,1.3299469,17812.844,18327.287,23974.389,0.586196,17631.576692913495,49301.14,1.2024711,0.60506046,271.7314525503267,0.4733996,0.46011138,2,0,0,0,,,0.6158669,0.15661027,0.2827237,0.29784927,-0.25052026,-0.10252985,0.48755933933332507,0.7620675148394843,0.28265210837849336,0.46443382,0.521221,0.87446374,0.8858257,0.5256071,0.5256071,0.900672,1.604353e10,1.6234783e10,1.6234783e10,0.0,9.324379766999412e7,0.0,,,,,,,,,,,,CIV,0.0,0.0057434583066593775,0.0,,,,,,,,,,,,0,0.0057434583066593775,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1982.0,18777.781,18284.896,9.281592999999999,3.3471813,,1.3407414,18283.334,19027.617,26078.057,0.58059675,17666.99603903598,51591.55,1.1420306,0.60506046,328.6062526989899,0.41387096,0.39768195,2,0,0,0,,,0.5764085,0.14343493,0.28286165,0.2826261,-0.22804418,-0.05728692,0.4413068046513765,0.64283905020888,0.24185649105392482,0.4254506,0.50327945,0.7342194,0.7209256,0.5560174,0.5560174,0.74434894,1.360918e10,1.3717497e10,1.3717497e10,0.0,1.6221813444238767e8,0.0,,,,,,,,,,,,CIV,0.0,0.01182563673453653,0.0,,,,,,,,,,,,0,0.01182563673453653,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1983.0,19464.89,18439.404,9.684478,3.5222917,,1.3516234,18926.398,19381.402,26911.023,0.5484689,16978.033386582498,52845.78,1.0489593,0.60506046,381.0660360246285,0.36131975,0.3528373,2,0,0,0,,,0.5748062,0.11528636,0.27428487,0.2671872,-0.20683338,-0.024731278,0.3918464335380462,0.5528162920930129,0.21685724224749436,0.39928615,0.45239002,0.6820499,0.6149324,0.57610327,0.57610327,0.6271788,1.1870235e10,1.1918252e10,1.1918252e10,0.0,1.9705316005635166e8,0.0,,,,,,,,,,,,CIV,0.0,0.016533729906640027,0.0,,,,,,,,,,,,0,0.016533729906640027,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1984.0,21875.352,18910.69,10.089976,3.6985717,,1.3625938,21110.355,19895.19,28265.197,0.5133573,16519.460897353987,52844.37,0.98608637,0.60506046,436.956665788008,0.3240784,0.34387264,2,1,0,0,,,0.5685447,0.0859007,0.26316348,0.282015,-0.112560034,-0.08706383,0.360886607601636,0.4662787495214485,0.19814068542644014,0.43634,0.41418046,0.73108226,0.5772714,0.5961006,0.5961006,0.5436639,1.1476939e10,1.1484924e10,1.1484924e10,0.0,1.856850578531235e8,0.0,,,,,,,,,,,,CIV,0.0,0.016167722085511826,0.0,,,,,,,,,,,,0,0.016167722085511826,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1985.0,24831.746,21874.305,10.494826999999999,3.8621235,,1.373653,24138.896,22842.656,29624.186,0.5508007,17262.93833916968,52888.82,0.998608,0.60506046,449.2629627116073,0.28906253,0.30546582,1,1,0,0,0.455670052021011,,0.5889493,0.06541915,0.2504463,0.27559087,-0.19001134,0.0096057365,0.30383803796988224,0.6048962204686059,0.17181743996165627,0.42412734,0.39946073,0.6460483,0.49754593,0.609409,0.609409,0.47433257,1.1449865e10,1.1365271e10,1.1365271e10,0.0,1.7297019738894814e8,0.0,,,,,,,,,,,,CIV,0.0,0.01521918875250799,0.0,,,,,,,,,,,,0,0.01521918875250799,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1986.0,25345.633,23520.623,10.896269,4.020906,,1.3854052,24751.33,23969.273,31329.5,0.5449279,17825.467079031936,53050.41,0.99993604,0.60506046,346.3059035544927,0.3700272,0.38210028,2,1,0,0,,,0.6541654,0.060820304,0.22143428,0.26542857,-0.11617176,-0.08567679,0.3708450256042577,0.7576490554072594,0.26114493353418256,0.45994836,0.46265027,0.7774963,0.6084695,0.6239709,0.6239709,0.59301996,1.4678032e10,1.4584572e10,1.4584572e10,0.0,7.489518847991632e7,0.0,,,,,,,,,,,,CIV,0.0,0.0051352339289009495,0.0,,,,,,,,,,,,0,0.0051352339289009495,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1987.0,24227.49,23003.293,11.294791,4.181502,,1.3972577,23687.514,23136.81,32511.416,0.49734718,17763.65114653845,52973.258,0.9686872,0.60506046,300.5365624014773,0.42586252,0.43599892,2,1,0,0,,,0.70081705,0.051483005,0.23249768,0.21375462,-0.12276497,-0.07578746,0.41882975195383565,1.0430607542855868,0.31039251180346417,0.52405506,0.50800735,0.8967619,0.6743642,0.6445315,0.6445315,0.6607319,1.5651097e10,1.5602637e10,1.5602637e10,0.0,8.665286831679776e7,0.0,,,,,,,,,,,,CIV,0.0,0.005553732322782632,0.0,,,,,,,,,,,,0,0.005553732322782632,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1988.0,24645.23,22964.62,11.694317999999999,4.3358235,,1.4092118,24128.191,23616.484,34100.805,0.47593284,17960.338204472282,52711.406,0.95511115,0.60506046,297.8482188193783,0.42496118,0.43416896,2,1,0,0,,,0.70217353,0.046276417,0.23661935,0.1811999,-0.111442976,-0.0548262,0.41205235204279905,1.1888881649282979,0.31386482739741794,0.55334926,0.5465598,0.916617,0.64874685,0.66849136,0.66849136,0.63570184,1.5338335e10,1.5321121e10,1.5321121e10,0.0,4.3643856608928524e7,0.0,,,,,,,,,,,,CIV,0.0,0.002848607309465503,0.0,,,,,,,,,,,,0,0.002848607309465503,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1989.0,27070.223,25015.48,12.100741,4.4963665,,1.421268,26580.115,25890.424,33561.453,0.51039976,20095.797690611034,52344.812,1.0429157,0.60506046,319.0082994879027,0.40310034,0.4138385,2,1,0,0,,,0.7599853,0.012282522,0.22673771,0.14656457,-0.100038424,-0.045531698,0.3684930362864807,2.730555916804275,0.39301842892607397,0.5844013,0.5564936,0.83183557,0.5955078,0.69608426,0.69608426,0.57909703,1.5392466e10,1.541795e10,1.541795e10,0.0,1.1029224441380236e7,0.0,,,,,,,,,,,,CIV,0.0,0.0007153495952826102,0.0,,,,,,,,,,,,0,0.0007153495952826102,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1990.0,24999.879,23259.402,12.51773,4.618786,,1.4334275,24869.637,24118.059,39482.945,0.43033198,19848.53396063707,51599.684,1.0137875,0.61314714,272.2647879543933,0.478207,0.49310905,2,1,0,0,,,0.78327155,0.0192367,0.18598104,0.1684662,-0.09107416,-0.06588128,0.43512487434015146,1.5595590163858242,0.5478020394123427,0.62384725,0.57320225,0.79505706,0.6827466,0.7227717,0.7227717,0.6616294,1.6454482e10,1.6466522e10,1.6466522e10,0.0,1.3102451764398158e7,0.0,,,,,,,,,,,,CIV,0.0,0.0007957024364513335,0.0,,,,,,,,,,,,0,0.0007957024364513335,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1991.0,25435.982,23789.613,12.945879999999999,4.7542553,,1.4569752,25301.643,24569.156,41145.28,0.4221703,19859.773221090432,50936.156,0.99178845,0.6061307,282.1069088088202,0.4557447,0.4693319,2,1,0,0,,,0.7944637,0.04961263,0.15756193,0.167466,-0.110726446,-0.058377743,0.4169594975863344,0.6339577098457374,0.5951934218017635,0.62417924,0.5806168,0.7204686,0.6273918,0.7486237,0.7486237,0.60877675,1.5403052e10,1.5414487e10,1.5414487e10,0.0,7.0623392913678065e6,0.0,,,,,,,,,,,,CIV,0.0,0.00045816245931773843,0.0,,,,,,,,,,,,0,0.00045816245931773843,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1992.0,26595.725,24971.834,13.381798999999999,4.9618926,,1.4809098,26179.842,25693.156,42737.645,0.4024324,19736.141356103453,50281.004,0.9554619,0.6167558,264.6918007505792,0.4596232,0.46832943,2,1,0,0,,,0.78997076,0.033271685,0.15986884,0.1660382,-0.10110463,-0.048044793,0.4141532381878039,0.7026909986421096,0.6337200457153935,0.5941182,0.59024775,0.7330534,0.6114233,0.7694306,0.7694306,0.597355,1.563866e10,1.5709394e10,1.5709394e10,0.0,3.3332162895701844e7,0.0,,,,,,,,,,,,CIV,0.0,0.0021217981460930763,0.0,,,,,,,,,,,,0,0.0021217981460930763,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1993.0,26742.428,24681.877,13.820229,5.154762,,1.5052377,26311.006,25276.91,45653.1,0.37610778,19657.46653292992,49649.867,0.92508286,0.60451305,283.1625795000177,0.423876,0.44121704,2,1,0,0,,,0.81476974,0.06157295,0.15402046,0.16235939,-0.09120859,-0.10151393,0.37570557548996414,0.5944994891093647,0.6104875535601829,0.61361784,0.55220765,0.6284508,0.5636513,0.7822588,0.7822588,0.5418616,1.4256924e10,1.4247364e10,1.4247364e10,0.0,3.218365521654579e7,0.0,,,,,,,,,,,,CIV,0.0,0.0022589200469824823,0.0,,,,,,,,,,,,0,0.0022589200469824823,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1994.0,28211.135,24212.244,14.253952,5.315458,,1.5299652,27741.033,24890.594,49450.977,0.3987373,20078.93879993099,49276.727,0.9244571,0.47494826,555.2046956556967,0.2997023,0.3340238,2,1,0,0,,,0.78315806,0.08572968,0.14470623,0.18569943,-0.07986116,-0.11943223,0.2577901994939358,0.48365428915559333,0.417552271943177,0.62157404,0.5670509,0.48557308,0.41797373,0.79950017,0.79950017,0.37486207,1.0399061e10,1.0403614e10,1.0403614e10,0.0,3.117842086258421e7,0.0,,,,,,,,,,,,CIV,0.0,0.0029968837534376873,0.0,,,,,,,,,,,,0,0.0029968837534376873,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1995.0,30728.152,27651.617,14.6772,5.487566,,1.5550989,30274.648,28581.93,54641.688,0.42750755,21495.085617054585,49395.477,0.966082,0.4737895,499.1484259013096,0.36680567,0.38852915,2,1,0,0,,,0.7767581,0.08767164,0.14338994,0.19924214,-0.14169484,-0.06536695,0.32070843957970857,0.626809661871854,0.45754723466645764,0.65619814,0.6103974,0.5477182,0.476311,0.81700003,0.81700003,0.44896653,1.3592304e10,1.3613887e10,1.3613887e10,0.0,3.523574519135952e7,2.878198658038037e6,,,,,,,,,,,,CIV,0.0,0.00258822068438704,0.0002114163688053859,,,,,,,,,,,,0,0.002799637053192426,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1996.0,33606.09,29554.771,15.089912,5.6624565,,1.578742,33165.605,30871.59,60356.414,0.4155266,22944.95021553827,49991.125,1.0020717,0.49563465,511.5524302725156,0.36601615,0.39321417,1,1,0,0,0.42602493203007175,,0.7938308,0.059280407,0.13720477,0.20963988,-0.14147034,-0.058485504,0.3239968655256649,0.7254422326282565,0.4538356657671984,0.6604969,0.5989001,0.49421692,0.4730375,0.83141994,0.83141994,0.4402302,1.46005e10,1.460342e10,1.460342e10,0.0,9.999805030876821e7,3.496221065440104e7,,,,,,,,,,,,CIV,0.0,0.006847577671471173,0.0023941112079997827,,,,,,,,,,,,0,0.009241688879470956,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1997.0,32723.053,28855.357,15.492127,5.8314133,,1.6027447,32166.094,29937.94,57088.01,0.40349552,24248.603274784164,50574.934,1.0301152,0.48060274,583.6693723533956,0.36442548,0.3915481,2,1,0,0,,,0.7923194,0.08184605,0.11834752,0.21723117,-0.16522665,-0.044517502,0.31387740520285984,0.6609650924972641,0.4977582572685247,0.6406284,0.55610037,0.50617886,0.4627626,0.84786505,0.84786505,0.42981544,1.3825484e10,1.3854158e10,1.3854158e10,0.0,8.403133038408735e7,5.267313373525345e7,,,,,,,,,,,,CIV,0.0,0.006065423207357808,0.0038019729820029987,,,,,,,,,,,,0,0.009867396189360807,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1998.0,32857.24,29320.434,15.878554999999999,6.0109177,,1.6271123,32143.285,30429.088,55249.13,0.40554327,25492.2780206207,51246.13,1.0527735,0.45507205,589.9517745673318,0.3932665,0.41542083,2,1,0,0,,,0.7862728,0.10612722,0.0962073,0.23941629,-0.18077995,-0.047243666,0.3438697357760033,0.5810630474782436,0.5898109235456652,0.6049797,0.545311,0.55179065,0.48548457,0.85792595,0.85792595,0.4583921,1.4734228e10,1.4772853e10,1.4772853e10,0.0,3.610745747208742e7,5.077276097564622e7,,,,,,,,,,,,CIV,0.0,0.002444176363045783,0.0034368961691412492,,,,,,,,,,,,0,0.005881072532187032,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,1999.0,31908.27,28558.48,16.242888999999998,6.1573224,,1.6518503,31244.99,29465.838,53688.766,0.37280387,25987.659664363076,52049.4,1.0451429,0.47434458,615.6991319738058,0.40202698,0.4263015,2,1,0,0,,68.33333333333333,0.7962374,0.07554024,0.09358791,0.24340676,-0.18563414,-0.023138188,0.3383081330038747,0.7471955597579375,0.6655356583022001,0.6014682,0.529747,0.5384725,0.49099684,0.8693464,0.8693464,0.4624474,1.4449164e10,1.4467633e10,1.4467633e10,0.0,4.891610212603494e7,7.397365317082568e7,,,,,,,,,,,,CIV,0.0,0.003381071500231729,0.005113044572919627,,,,,,,,,,,,0,0.008494116073151356,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2000.0,27579.95,25387.455,16.581653,6.270897,,1.6769645,27107.49,26240.887,50584.08,0.31354618,25294.236631802236,51142.26,1.0098238,0.50368613,711.9762744308334,0.3940437,0.40705702,2,1,0,0,,,0.8523911,0.026226485,0.09205902,0.25186932,-0.17564318,-0.04690282,0.32075094170050006,1.7531095693330618,0.6854935957660389,0.54890585,0.5385492,0.7941942,0.45890534,0.8827083,0.8827083,0.4464031,1.2100867e10,1.2042083e10,1.2042083e10,0.0,6.426280747879521e7,1.8143813172668502e8,,,,,,,,,,,,CIV,0.0,0.0053365190829873,0.015067005167188046,,,,,,,,,,,,0,0.020403524250175345,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2001.0,30435.102,27431.12,16.892864,6.3558855,,1.6951138,29961.174,28366.516,48419.566,0.343305,25323.57157235879,50140.82,1.008584,0.50368613,733.03850707,0.37356892,0.39456958,2,1,0,0,,,0.8722231,0.02266107,0.078416444,0.22797014,-0.18131927,-0.01995146,0.3084890355922717,1.7618524982296602,0.6962588304495867,0.56439996,0.49536604,0.66940635,0.43494198,0.8990898,0.8990898,0.41549677,1.244877e10,1.2337789e10,1.2337789e10,0.0,4.3998368552671164e7,1.7471548516201335e8,,,,,,,,,,,,CIV,0.0,0.003566146965994778,0.014161004551269736,,,,,,,,,,,,0,0.017727151517264512,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2002.0,30585.094,26938.213,17.180649,6.4443893,,1.7123988,30098.016,27955.26,47625.027,0.3387426,24901.35161408431,49293.88,0.98818374,0.50368613,696.9882036116666,0.41022384,0.4416673,2,1,0,0,,,0.8106491,0.029138535,0.07469995,0.31298715,-0.18590832,-0.04156641,0.35987786045519116,0.8621761547211924,0.7802869559593545,0.5682388,0.5000866,0.82778203,0.4790432,0.9110893,0.9110893,0.45025647,1.3551827e10,1.3391777e10,1.3391777e10,0.0,1.1138262233650598e8,1.29378133681948e8,,,,,,,,,,,,CIV,0.0,0.008317240069492322,0.009661013316104583,,,,,,,,,,,,0,0.017978253385596905,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2003.0,28148.111,25798.545,17.455500999999998,6.5188165,,1.7263489,27727.738,26649.957,45821.12,0.32413605,24562.006037654406,48378.63,0.9741631,0.50368613,581.2003138641666,0.552032,0.57435733,2,1,0,0,,,0.8429793,0.03413723,0.07472159,0.30952287,-0.21269505,-0.048665922,0.47306110550285035,1.7609446265949313,0.8906476738265825,0.64578986,0.5784002,0.95534545,0.6101003,0.93230075,0.93230075,0.59211797,1.6418092e10,1.6259147e10,1.6259147e10,0.0,1.8645312047558472e8,1.8766024022220224e8,,,,,,,,,,,,CIV,0.0,0.011467583343673895,0.011541825846372818,,,,,,,,,,,,0,0.023009409190046713,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2004.0,26760.623,24370.828,17.73184,6.576396,,1.7404127,26351.959,25141.494,46173.25,0.3039775,24864.77818169824,47624.61,0.9854619,0.50368613,528.284809305,0.62820536,0.658451,2,1,0,0,,80.0,0.83179456,0.055060375,0.07530337,0.3679867,-0.2995773,-0.030567687,0.5679689801612443,1.069184956776479,0.9711353481282309,0.7110943,0.62597513,1.1004969,0.68030536,0.95921636,0.95921636,0.6549152,1.7258297e10,1.7103894e10,1.7103894e10,0.0,3.114367656589551e8,2.2304355273199993e8,,,,,,,,,,,,CIV,0.0,0.018208530448702864,0.013040513417593361,,,,,,,,,,,,0,0.031249043866296226,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2005.0,26566.867,25293.22,18.020946,6.656663,,1.754591,26566.867,25293.22,46885.99,0.30676693,25293.220703125,46885.99,1.0,0.50368613,527.46814284,0.64309186,0.675475,1,1,0,0,0.3499468128250222,80.0,0.82665616,0.07649978,0.07617611,0.39939737,-0.3654007,-0.013328666,0.5829504792075809,1.000184470155563,0.9371308923607854,0.71747214,0.63458776,1.1438789,0.675475,0.97957397,0.97957397,0.6565016,1.744119e10,1.7084937e10,1.7084937e10,0.0,7.20939592132045e8,3.9484109373700696e8,,,,,,,,,,,,CIV,0.0,0.04219738024304163,0.02311047964327544,,,,,,,,,,,,0,0.06530785988631707,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2006.0,26908.814,25641.684,18.325979,6.7488384,,1.76659,26761.47,25381.902,48133.945,0.30609608,25469.814505452916,46189.02,1.0040394,0.50368613,522.8901096108333,0.6455414,0.6806282,0,1,0,0,,75.55555555555556,0.78855294,0.0735991,0.08719303,0.43286937,-0.34709257,-0.0351219,0.5668267328054184,0.9437928818830266,1.1056659175887067,0.7415763,0.6606714,1.1342313,0.65935874,1.0190394,1.0190394,0.63348037,1.6952866e10,1.6735779e10,1.6735779e10,0.0,1.3216211395665822e9,3.759955228623641e8,,,,,,,,,,,,CIV,0.0,0.07896980200903858,0.022466568601091873,,,,,,,,,,,,0,0.10143637061013046,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2007.0,26561.918,24609.871,18.646753999999998,6.863899,,1.778671,26240.928,24871.527,47574.25,0.2996278,25878.954382006596,45652.684,1.0139122,0.50368613,479.2667825875,0.7505841,0.79191065,0,1,0,0,,71.1111111111111,0.83773786,0.07186419,0.09115402,0.39770764,-0.3796345,-0.018829191,0.6541412767984824,1.2032059056330706,1.2800894025825358,0.8156128,0.70780057,1.3334365,0.74554914,1.0598792,1.0598792,0.70817894,1.8583271e10,1.8542944e10,1.8542944e10,0.0,1.1245203192968285e9,2.761518062067274e8,,,,,,,,,,,,CIV,0.0,0.06064410828032144,0.01489255440744649,,,,,,,,,,,,0,0.07553666268776793,,,,,,,,,,,,,,
CIV,Cote dIvoire,CFA Franc BCEAO,2008.0,28008.814,24539.006,18.987007,6.984599,,1.7908347,27922.184,25460.318,47234.324,0.30470276,26478.403098036477,45391.74,1.027725,0.50368613,447.8052555607735,0.8337772,0.91439855,0,0,0,0,,62.22222222222222,0.8427499,0.07945515,0.095098145,0.41565973,-0.4239523,-0.00901058,0.7250520038022192,1.3004901324417912,1.4073463706574125,0.9240236,0.7303787,1.4509463,0.8423243,1.0891174,1.0891174,0.76555306,2.1375914e10,2.1445845e10,2.1445845e10,0.0,1.811398660522891e9,4.2156942560256153e8,,,,,,,,,,,,CIV,0.0,0.08446385121213931,0.019657394043453204,,,,,,,,,,,,0,0.10412124525559252,,,,,,,,,,,,,,
