countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,cgdpe,cgdpo,ck,ctfp,rgdpna,rkna,rtfpna,labsh,xr,pl_gdpe,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k,pl_gdpo_old,nom_p,nom_pp,pl_gdpe_old,nominal_gdpe,nominal_gdpo,nominal_gdp
COL,Colombia,Colombian Peso,1966,66951.37,71420.86,19.112265554245056,5.237524,2189.07,1.604332,66494.73,67684.1,206002.88,0.5976435,58777.68834644535,180485.44,1.052524,0.51466995,13.500000017199648,0.118332475,0.11625307,0,0,0,0,,,0.797535,0.22226225,0.08857883,0.054615688,-0.055957284,-0.10703451,0.11879167111066379,0.12831054922731253,0.08916098880149992,0.13731222,0.17799503,0.11287407,0.56902385,0.20375746,0.20375746,0.5807516,3.861692e10,3.851387e10,3.851387e10
COL,Colombia,Colombian Peso,1967,69714.195,74033.04,19.6719406585442,5.3560376,2184.29,1.6254133,69212.22,70163.42,213402.73,0.6033965,61104.74083332655,186993.0,1.05611,0.51466995,14.506389636401758,0.11895321,0.117340565,0,0,0,0,,,0.7644727,0.21802594,0.09277435,0.054220617,-0.037856046,-0.09163759,0.12238696175622135,0.11966754046993705,0.08897994075050163,0.13403808,0.18706211,0.1041695,0.5574192,0.20972022,0.20972022,0.5671995,3.9257137e10,3.911044e10,3.911044e10
COL,Colombia,Colombian Peso,1968,73980.05,79001.48,20.22698046115878,5.529623,2179.52,1.6467718,73384.43,74672.12,224629.05,0.6049347,65105.4934355589,195666.61,1.0755929,0.51466995,16.290670415652556,0.11642508,0.114417404,0,0,0,0,,,0.7642906,0.23622377,0.09111191,0.053240143,-0.04403147,-0.100834884,0.11788591283228145,0.12298385130599054,0.08716625165909779,0.1404273,0.1956417,0.10564659,0.52178186,0.21816048,0.21816048,0.53366715,3.916286e10,3.8962557e10,3.8962557e10
COL,Colombia,Colombian Peso,1969,79126.22,84478.93,20.771904616141796,5.744485,2174.75,1.6684109,78283.29,79507.45,237236.22,0.61578226,69389.33514048626,204418.14,1.0931048,0.51466995,17.320140860689737,0.1179935,0.11617678,0,0,0,0,,,0.77035123,0.228401,0.09261709,0.05002984,-0.041878626,-0.09952059,0.11926044955625377,0.12498696091487599,0.09020908028717822,0.15157336,0.20580739,0.10730231,0.50520146,0.22877465,0.22877465,0.515763,4.0375624e10,4.0167285e10,4.0167285e10
COL,Colombia,Colombian Peso,1970,85853.88,91388.8,21.329811,5.991876,2170.0,1.6903343,84911.46,85836.44,279803.53,0.6121006,74255.40707966076,215478.86,1.1082758,0.51466995,18.44309999908333,0.1200407,0.11874714,1,0,0,0,0.5936317632841994,,0.75488824,0.25003427,0.0981991,0.04765795,-0.046947427,-0.10383218,0.12163281974137616,0.12539833205678555,0.09415991751059972,0.17788932,0.20917921,0.09955344,0.49120122,0.24058214,0.24058214,0.49895933,4.236737e10,4.2162962e10,4.2162962e10
COL,Colombia,Colombian Peso,1971,94441.516,100956.9,21.861689,6.1330996,2160.29,1.7099469,93187.03,94710.46,294246.7,0.64429975,78681.56987970798,227028.14,1.124611,0.51466995,19.93193333258333,0.11871259,0.11680307,2,0,0,0,,,0.7614805,0.23942594,0.11472791,0.04327802,-0.046766832,-0.11214553,0.12113216010805872,0.12202135379237579,0.09574815603005969,0.16811371,0.20983784,0.0986694,0.4600765,0.25260025,0.25260025,0.46996227,4.3794387e10,4.357406e10,4.357406e10
COL,Colombia,Colombian Peso,1972,104726.36,110883.84,22.381887,6.280602,2150.62,1.7250762,102880.72,103593.35,305257.16,0.67423713,84715.77556728259,237094.12,1.1659193,0.51466995,21.86564166566667,0.11938079,0.118559554,2,0,0,0,,,0.76032823,0.21616487,0.102962576,0.044879008,-0.037037622,-0.08729705,0.12044621558002164,0.12765353298221999,0.09414493188216387,0.18571484,0.2238673,0.103898264,0.44773948,0.2636209,0.2636209,0.45285022,4.6589555e10,4.6382834e10,4.6382834e10
COL,Colombia,Colombian Peso,1973,116691.53,121535.86,22.898135999999997,6.4406962,2141.0,1.7403393,114144.46,114314.81,317651.66,0.71019053,90411.17900659138,248090.56,1.1961217,0.51466995,23.63698333233333,0.12730236,0.12711266,2,0,0,0,,,0.7484678,0.2161253,0.104844555,0.04793389,-0.038492773,-0.07887881,0.1280254262355004,0.13851144796221063,0.09903423440166986,0.2145265,0.24123693,0.11332717,0.45496425,0.27883863,0.27883863,0.45654494,5.2112077e10,5.2009153e10,5.2009153e10
COL,Colombia,Colombian Peso,1974,124726.125,129856.78,23.421644,6.60942,2131.3,1.7557374,123180.14,124409.23,335520.84,0.7739464,95605.98582390838,260057.69,1.2143945,0.51466995,26.064124999,0.1417585,0.14035802,2,0,0,0,,,0.7634888,0.24808072,0.096307665,0.048336353,-0.047616705,-0.108596854,0.14066862054497808,0.15768613113560298,0.10937029172628189,0.2355935,0.2696172,0.13322507,0.4605609,0.3054797,0.3054797,0.4640521,5.7162002e10,5.7298022e10,5.7298022e10
COL,Colombia,Colombian Peso,1975,132354.25,138067.66,23.960604999999997,6.881265,2121.64,1.7712718,131180.98,132056.31,350214.34,0.80200374,97827.15694261812,270493.97,1.1886736,0.51466995,30.92894166566666,0.14108996,0.14015476,1,0,0,0,0.4675082490728252,,0.77208924,0.19882573,0.0952765,0.044711623,-0.03921064,-0.07169245,0.14068367616274038,0.15620158932448436,0.11284710646328767,0.2481059,0.28868017,0.13619073,0.42019206,0.3337668,0.3337668,0.4227202,5.5452852e10,5.548901e10,5.548901e10
COL,Colombia,Colombian Peso,1976,142766.6,147761.66,24.517307,7.2281256,2112.02,1.7910049,140891.02,140450.16,347898.56,0.8107514,102452.78564221361,282858.53,1.1809664,0.51466995,34.693924999,0.15383387,0.15431674,2,0,0,0,,,0.7730225,0.19704734,0.093152806,0.038718313,-0.040360373,-0.0615806,0.1519468900710249,0.17806143239326544,0.11824397280828489,0.3208226,0.3013278,0.15981415,0.43760726,0.35279173,0.35279173,0.43604726,6.143514e10,6.1462008e10,6.1462008e10
COL,Colombia,Colombian Peso,1977,151646.62,155015.14,25.089510999999998,7.7488265,2102.45,1.8109578,149527.34,147129.77,355026.16,0.80467266,106713.29032229584,294332.94,1.1575137,0.51466995,36.77486666566667,0.1840426,0.1870417,2,0,0,0,,,0.7680616,0.2104976,0.0934253,0.038938843,-0.04105622,-0.06986709,0.18144686346868963,0.21629135440194402,0.13272247289803535,0.42642632,0.33577362,0.19490662,0.49880084,0.37612498,0.37612498,0.48931235,7.316558e10,7.338845e10,7.338845e10
COL,Colombia,Colombian Peso,1978,161799.34,166668.56,25.675364,8.2300205,2092.93,1.831133,158865.72,157407.83,367734.25,0.81469584,115751.80019424454,309046.8,1.1819818,0.51466995,39.09464166566667,0.2068681,0.2087841,2,0,0,0,,,0.7697993,0.20691437,0.09658874,0.047060348,-0.050763935,-0.06959883,0.2039235649970106,0.23966633187138295,0.1600746232447511,0.4101551,0.35495386,0.2186535,0.5202509,0.40297973,0.40297973,0.51334614,8.1553105e10,8.1891566e10,8.1891566e10
COL,Colombia,Colombian Peso,1979,166550.27,172271.3,26.271400999999997,8.737326,2083.44,1.8515329,163579.23,163183.55,375467.22,0.8140076,121978.22725717214,322886.16,1.1756705,0.51466995,42.549774999,0.24145348,0.24203897,2,0,0,0,,,0.77399236,0.19427341,0.10438576,0.049231037,-0.05012304,-0.07175956,0.23553951135088455,0.2943743037805324,0.18681252974752008,0.41082466,0.3952913,0.26807687,0.5566378,0.43845466,0.43845466,0.550692,9.008178e10,9.083413e10,9.083413e10
COL,Colombia,Colombian Peso,1980,173770.12,179969.66,26.874906,9.192826,2074.0,1.8721601,172115.4,172109.64,384415.1,0.83982205,126963.9088093437,340070.3,1.1558964,0.51466995,47.28030833241667,0.2742579,0.27426708,1,0,0,0,0.49700311924650664,,0.7712113,0.20100768,0.11232839,0.04848549,-0.06372294,-0.0693099,0.26660678164442064,0.33829962911400896,0.21218761889978147,0.4727537,0.42513514,0.31490755,0.5777748,0.48233196,0.48233196,0.56860816,9.786623e10,9.9440615e10,9.9440615e10
COL,Colombia,Colombian Peso,1981,171949.95,180131.06,27.485678,9.390363,2063.22,1.8947514,170437.23,172395.36,408638.3,0.8084555,129854.71544796888,359362.78,1.1314427,0.51466995,54.490549999,0.30179644,0.2983685,2,0,0,0,,,0.7815626,0.22756286,0.10888855,0.038318835,-0.06907576,-0.08725709,0.2949125680153635,0.3517291248953465,0.24685351246540468,0.44753292,0.43659726,0.32775956,0.57443154,0.5256071,0.5256071,0.5741864,9.786274e10,9.902934e10,9.902934e10
COL,Colombia,Colombian Peso,1982,172542.2,180698.28,28.104253999999997,9.390166,2052.5,1.9176154,171699.36,173258.03,427018.75,0.8125054,131086.28456140892,379276.4,1.1058289,0.51466995,64.08471666575001,0.32075426,0.3178687,2,0,0,0,,,0.7809306,0.24018538,0.10621245,0.03879854,-0.07194735,-0.09417961,0.31607206955519035,0.35294636864748913,0.28238219895000294,0.45727286,0.43825746,0.33364615,0.57623863,0.5560174,0.5560174,0.5768781,9.9049595e10,9.983797e10,9.983797e10
COL,Colombia,Colombian Peso,1983,171141.67,178898.44,28.729367,9.324455,2041.84,1.9407554,169980.81,171726.97,423139.03,0.7753463,133149.52505263014,397998.88,1.0944675,0.51466995,78.85429999958333,0.32204816,0.3187735,2,0,0,0,,,0.7843032,0.23302025,0.099306114,0.042149436,-0.06513205,-0.093646966,0.3147885985653338,0.3542249850416085,0.303880533693073,0.4256436,0.44407406,0.34787822,0.55556536,0.57610327,0.57610327,0.55901116,9.502117e10,9.540555e10,9.540555e10
COL,Colombia,Colombian Peso,1984,174904.33,181583.02,29.359534999999997,9.307465,2031.23,1.9641744,172838.02,173742.4,426930.75,0.74572206,137610.94453710018,415109.44,1.1024797,0.51466995,100.81724166625,0.3128619,0.3112333,2,1,0,0,,,0.7842335,0.21707003,0.09413345,0.047156546,-0.060088564,-0.08250496,0.3013562918370278,0.35343539421413295,0.3151540773231464,0.42513108,0.43030804,0.35894927,0.5224786,0.5961006,0.5961006,0.52484745,9.071359e10,9.077668e10,9.077668e10
COL,Colombia,Colombian Peso,1985,174847.56,181470.86,29.993539,9.233417,2020.67,1.9878762,174264.72,174797.39,428735.88,0.73350674,141886.66271799552,429288.66,1.1160513,0.51466995,142.3116666664167,0.28303087,0.28216836,2,1,0,0,,,0.7899698,0.19686721,0.093267195,0.04917939,-0.057612877,-0.07167073,0.2655199341539758,0.35512026972561395,0.2791824294972128,0.41318133,0.41017306,0.36910433,0.4595988,0.609409,0.609409,0.464435,8.093463e10,8.0336675e10,8.0336675e10
COL,Colombia,Colombian Peso,1986,188182.12,193513.8,30.630754,9.469743,2010.17,2.007949,187962.19,185931.31,441215.34,0.7510692,150150.24998503673,448732.34,1.1351081,0.51466995,194.2614166666666,0.2627616,0.26563168,2,1,0,0,,,0.76149535,0.19042237,0.08495969,0.062067993,-0.047842726,-0.051102735,0.24657129373998551,0.32662341297603215,0.2647403573044283,0.44261387,0.4330347,0.331604,0.42300093,0.6239709,0.6239709,0.4211119,7.915311e10,7.864912e10,7.864912e10
COL,Colombia,Colombian Peso,1987,187963.4,194925.73,31.270840999999997,9.777388,1999.73,2.0282247,187772.89,186868.58,452398.1,0.72346723,158211.71502698876,463078.25,1.1527236,0.51466995,242.6075,0.27378234,0.27510726,2,1,0,0,,,0.77770114,0.2061039,0.08497007,0.05622725,-0.04588197,-0.07912035,0.2541926042716974,0.34725709461144866,0.27485977500378606,0.47819263,0.49312127,0.36120984,0.42551136,0.6445315,0.6445315,0.4247773,7.976166e10,7.951471e10,7.951471e10
COL,Colombia,Colombian Peso,1988,192516.38,200198.25,31.913249999999998,9.978737,1989.34,2.048705,191956.27,191965.52,463795.62,0.7115613,164641.71321984424,480843.12,1.1595508,0.51466995,299.1738333333333,0.2887262,0.2887123,2,1,0,0,,,0.7780505,0.2127048,0.086624674,0.049401764,-0.048971478,-0.077810235,0.2613923289658866,0.3882654698227107,0.28981907169846377,0.5300003,0.53242666,0.3970246,0.4314016,0.66849136,0.66849136,0.43190718,8.290729e10,8.281423e10,8.281423e10
COL,Colombia,Colombian Peso,1989,196872.4,203452.0,32.557521,10.059698,1979.0,2.0693924,195784.66,194974.4,470182.12,0.7056198,170262.73954406678,495766.84,1.1705104,0.51466995,382.5680833333333,0.28545818,0.28664446,2,1,0,0,,,0.7858561,0.18763958,0.08588308,0.053963196,-0.045304358,-0.06803765,0.25683597069519226,0.3968012987199436,0.3040947265987726,0.5454993,0.5672339,0.39656216,0.41247734,0.69608426,0.69608426,0.4100914,8.02896e10,8.042253e10,8.042253e10
COL,Colombia,Colombian Peso,1990,203194.9,209277.9,33.203320999999995,11.161447,1969.0,2.0902886,204475.72,203055.47,479402.72,0.6782279,177553.38721149095,510160.03,1.1352117,0.51466995,502.25925,0.2783943,0.28034148,2,1,0,0,,,0.7964668,0.1671935,0.07614569,0.060392495,-0.04694722,-0.053251285,0.247359388494594,0.40451436472337304,0.32608986963005104,0.551661,0.58623725,0.3403799,0.38815388,0.7227717,0.7227717,0.385176,7.875913e10,7.881676e10,7.881676e10
COL,Colombia,Colombian Peso,1991,205734.84,209595.67,33.849971,12.082986,1970.5,2.110694,206943.98,202943.53,482204.16,0.64163685,181107.309298254,520698.25,1.0951424,0.51466995,633.0451666666667,0.28167385,0.28722626,2,1,0,0,,,0.80142295,0.15164411,0.07485143,0.061449736,-0.04183475,-0.047533523,0.2551205963123312,0.39292388018152624,0.34059024822334233,0.58285105,0.58503234,0.34169623,0.38395727,0.7486237,0.7486237,0.37625557,7.786382e10,7.792164e10,7.792164e10
COL,Colombia,Colombian Peso,1992,211352.28,218761.28,34.497319,12.073409,1972.0,2.1312983,211198.12,211984.4,499047.94,0.6382895,188432.9721659612,546985.2,1.1074303,0.51466995,759.282,0.295409,0.29431328,2,1,0,0,,,0.77205527,0.21229002,0.07508412,0.0626636,-0.054999013,-0.067093976,0.2811835842011612,0.31007411672630697,0.4002187143183799,0.5206411,0.57328814,0.2907846,0.3842381,0.7694306,0.7694306,0.38393196,8.108571e10,8.145248e10,8.145248e10
COL,Colombia,Colombian Peso,1993,221269.28,233466.39,35.14622,12.759739,1973.5,2.1521041,221450.62,225382.36,533055.94,0.633917,199192.80238347582,585454.1,1.0954007,0.5070139,863.0646833333334,0.32608914,0.32040063,2,1,0,0,,,0.7603338,0.25935033,0.07817439,0.058957905,-0.07693487,-0.07988151,0.3104431306007569,0.3352883341571007,0.4477453280248907,0.5360777,0.56685674,0.32230544,0.4093093,0.7822588,0.7822588,0.41685584,9.2312986e10,9.2251095e10,9.2251095e10
COL,Colombia,Colombian Peso,1994,234295.55,245913.98,35.797965,13.55622,1975.0,2.1731129,232667.92,235888.75,572284.1,0.610825,209445.94562066003,629494.7,1.0724416,0.512978,844.8358900000001,0.4096344,0.40404126,2,1,0,0,,,0.7490552,0.26975995,0.083108425,0.06431132,-0.084703915,-0.081531025,0.39201653839882844,0.4162181213231389,0.5470539093059195,0.5627778,0.5973238,0.38992244,0.5055886,0.79950017,0.79950017,0.51236314,1.1921047e11,1.1926267e11,1.1926267e11
COL,Colombia,Colombian Peso,1995,244457.02,255353.31,36.453337,12.896012,1970.23,2.1943266,241818.05,244454.56,612915.75,0.63492453,220342.24023166037,672137.4,1.114648,0.49743742,912.826415,0.4560966,0.45117745,2,1,0,0,,,0.76100475,0.26644927,0.08162494,0.06763453,-0.08893038,-0.08778314,0.4293756304367896,0.4753458479368122,0.6423857245370238,0.61699003,0.6386314,0.43094397,0.55311364,0.81700003,0.81700003,0.55825776,1.34996795e11,1.3521115e11,1.3521115e11
COL,Colombia,Colombian Peso,1996,244949.92,252868.31,37.112621,13.42164,1965.48,2.2137377,241611.47,243039.45,638217.56,0.59380275,224872.15656032387,712479.94,1.0782651,0.5000124,1036.686416666667,0.47940633,0.4765895,2,1,0,0,,,0.77200216,0.22858578,0.09605081,0.06955171,-0.089254454,-0.07693601,0.4458386958598371,0.5025343200018487,0.6941629086505051,0.62989086,0.63065857,0.44524848,0.5733382,0.83141994,0.83141994,0.5766115,1.3931595e11,1.393438e11,1.393438e11
COL,Colombia,Colombian Peso,1997,250425.2,257422.88,37.775054,13.240932,1960.73,2.2333205,245072.47,246018.73,666328.4,0.58387697,232585.93193104444,749997.9,1.0895003,0.49725023,1140.962941666667,0.518969,0.51697284,2,1,0,0,,,0.76485556,0.22050694,0.110393256,0.07571705,-0.101598024,-0.06987477,0.4849177584027166,0.533781219812203,0.7253047039886427,0.61998796,0.61527485,0.46389535,0.61099946,0.84786505,0.84786505,0.61208916,1.500062e11,1.5031732e11,1.5031732e11
COL,Colombia,Colombian Peso,1998,244196.19,251994.39,38.439099,13.445031,1956.0,2.2530766,237170.31,239396.84,687637.75,0.5415916,233911.16956642654,782198.25,1.060026,0.49867284,1426.037458333333,0.495249,0.49064288,2,1,0,0,,,0.7664879,0.20788427,0.11410446,0.07966788,-0.10227718,-0.06586732,0.46482249753972965,0.5066487723073592,0.6788678757011495,0.5673808,0.59943736,0.4177065,0.57339334,0.85792595,0.85792595,0.5772631,1.3690968e11,1.3726856e11,1.3726856e11
COL,Colombia,Colombian Peso,1999,231361.27,236741.19,39.102653,13.891808,1956.0,2.2730072,225018.12,226011.86,691322.8,0.4886725,224077.5083411389,789893.25,0.9897865,0.49924174,1756.230848333333,0.45728818,0.4552776,2,1,0,0,,83.33333333333333,0.7589882,0.13480999,0.12439134,0.09584309,-0.08203785,-0.03199481,0.426038952869176,0.473317771017437,0.6305866429704248,0.53629416,0.57488185,0.38102034,0.5243703,0.8693464,0.8693464,0.5260138,1.1836264e11,1.1851391e11,1.1851391e11
COL,Colombia,Colombian Peso,2000,239126.98,240918.9,39.764165999999996,14.460927,1956.0,2.2931142,234150.05,234192.88,715649.5,0.47910526,230631.46507503174,796650.75,0.99014896,0.48713547,2087.903841666667,0.426546,0.426468,2,1,0,0,,,0.7392863,0.14951192,0.11938543,0.10589757,-0.0916817,-0.02239948,0.4007381212257322,0.4248830849768606,0.588442306391796,0.53057086,0.54757077,0.35779986,0.4807888,0.8827083,0.8827083,0.48322418,1.1314697e11,1.1259731e11,1.1259731e11
COL,Colombia,Colombian Peso,2001,237397.44,242532.36,40.422596999999996,15.188775,1956.0,2.2995708,233200.94,235203.98,731842.44,0.46508357,234501.22652455783,810596.75,0.9727937,0.49474755,2299.633155833333,0.42114648,0.41755992,2,1,0,0,,,0.73987097,0.16281143,0.11980352,0.10524962,-0.10175028,-0.025985263,0.398039872016001,0.41117662376836395,0.5773948969453813,0.49692675,0.5356976,0.343796,0.46028468,0.8990898,0.8990898,0.46841425,1.0923464e11,1.08260794e11,1.08260794e11
COL,Colombia,Colombian Peso,2002,241408.7,243865.84,41.078136,15.196536,1956.0,2.3060455,237817.66,237767.3,756336.44,0.46163037,240373.09142808738,830197.75,0.98363703,0.5014877,2504.241330833333,0.41192487,0.4120121,2,1,0,0,,,0.73719424,0.18036404,0.11617561,0.09096485,-0.099273324,-0.02542545,0.3915546255558932,0.39408320699611743,0.5688837850908766,0.5500847,0.5376204,0.33504146,0.44687846,0.9110893,0.9110893,0.4521235,1.0752295e11,1.0625308e11,1.0625308e11
COL,Colombia,Colombian Peso,2003,249146.39,250862.1,41.731913999999996,16.161047,1956.0,2.3125386,245481.2,245074.02,784854.94,0.45365685,249791.5627333488,856444.94,0.9746936,0.48834828,2877.652458333334,0.3855341,0.3861747,2,1,0,0,,,0.7275075,0.19155987,0.116305925,0.088659115,-0.09870689,-0.025325494,0.36665472056602444,0.37661572078589467,0.5183158860751402,0.6025493,0.57380444,0.31347296,0.41020685,0.93230075,0.93230075,0.41352975,1.0151378e11,1.00531044e11,1.00531044e11
COL,Colombia,Colombian Peso,2004,262916.22,262769.47,42.385712,16.481112,1956.0,2.3190498,258965.61,257839.39,851902.56,0.4581271,263113.0018965563,887791.6,0.99692464,0.47912526,2628.6129025,0.45211223,0.45408705,2,1,0,0,,87.77777777777777,0.70896465,0.20031297,0.11841096,0.10402583,-0.11165417,-0.020060252,0.430407115132515,0.44070559045306973,0.6013641233202794,0.6237307,0.59396404,0.36395726,0.46915844,0.95921636,0.95921636,0.471335,1.2205955e11,1.2096752e11,1.2096752e11
COL,Colombia,Colombian Peso,2005,276626.9,275496.56,43.040558,17.157429,1956.0,2.3255794,276626.9,275496.56,926618.5,0.46853286,275496.5625,926618.5,1.0,0.476308,2320.834176666667,0.52983373,0.53200763,1,1,0,0,0.7344612928427351,77.22222222222223,0.6940469,0.20935847,0.120120905,0.116227105,-0.120502934,-0.019250438,0.5060832200897674,0.5138428143256476,0.6949326747658018,0.6617842,0.63871527,0.41143382,0.53200763,0.97957397,0.97957397,0.5408818,1.4962246e11,1.4656628e11,1.4656628e11
COL,Colombia,Colombian Peso,2006,298561.5,293518.22,43.69654,16.712675,1956.0,2.3586316,296324.06,295121.9,1.02681194e6,0.4915413,293947.98680789105,976333.75,1.0441552,0.47513482,2361.1394075,0.5486903,0.5509254,0,1,0,0,,73.8888888888889,0.6860987,0.2295102,0.11757211,0.11773413,-0.13282093,-0.018094191,0.5228178539102308,0.5377725414877087,0.7209827875850505,0.70198095,0.667437,0.4090601,0.5337091,1.0190394,1.0190394,0.5384388,1.5955237e11,1.5750926e11,1.5750926e11
COL,Colombia,Colombian Peso,2007,322584.97,315074.22,44.352326999999995,17.141136,1956.0,2.3921533,316784.5,315552.28,1.0938205e6,0.5006426,314232.24287808384,1.0354213e6,1.0622609,0.4787662,2078.291836666666,0.6547558,0.65731263,0,1,0,0,,85.55555555555556,0.68467635,0.2368049,0.11506498,0.1266044,-0.14464541,-0.018505206,0.6228555838127003,0.639173639786375,0.8766413793821989,0.750716,0.72074383,0.47311723,0.61883104,1.0598792,1.0598792,0.61776453,1.9569823e11,1.9527354e11,1.9527354e11
COL,Colombia,Colombian Peso,2008,340434.3,322553.47,45.005781999999996,17.525642,1956.0,2.4261515,336721.16,330070.88,1.1642786e6,0.50677156,325377.4474211832,1.1014896e6,1.0465262,0.4663783,1967.711309166667,0.72458297,0.73918194,0,0,0,0,,82.22222222222223,0.68515056,0.24581635,0.11441035,0.12903418,-0.15805392,-0.016357552,0.6879568476243813,0.7062718116292388,0.9832626926818469,0.88343525,0.76039106,0.51771945,0.6809185,1.0891174,1.0891174,0.6652937,2.2401846e11,2.2475137e11,2.2475137e11
COL,Colombia,Colombian Peso,2009,341516.44,333362.94,45.654044,18.568827,1956.0,2.460633,337785.84,333280.38,1.1938832e6,0.48769423,330751.21619841334,1.1632409e6,0.9991236,0.47549713,2158.25590299025,0.69221866,0.70157653,0,0,0,0,,85.55555555555556,0.6848319,0.23001032,0.12116005,0.11378398,-0.12779357,-0.021992702,0.6491419543088464,0.6844652038595754,0.9504199279679592,0.8663312,0.77240735,0.50805694,0.6406596,1.0920544,1.0920544,0.63386834,2.1411175e11,2.1351927e11,2.1351927e11
COL,Colombia,Colombian Peso,2010,361008.72,344966.47,46.294841,19.400179,1956.0,2.4956045,356737.88,348548.75,1.2363009e6,0.47310773,343985.18482236826,1.2275015e6,0.9827673,0.47503117,1898.56963600842,0.8028254,0.8216878,0,0,0,0,,84.44444444444444,0.68936837,0.23242654,0.12296245,0.11401665,-0.1410129,-0.017761141,0.7551490429176269,0.7794319637333051,1.1143340491244584,1.0019921,0.8277236,0.5801706,0.7404374,1.1079046,1.1079046,0.72463405,2.5850441e11,2.5807854e11,2.5807854e11
COL,Colombia,Colombian Peso,2011,394559.56,362684.12,46.927125,19.76864,1956.0,2.4956045,390005.72,372183.88,1.3302769e6,0.48054844,364379.58897902723,1.3069224e6,0.998366,0.47503117,1848.13947074548,0.8543075,0.8952156,0,0,0,0,,84.44444444444444,0.6859921,0.2551579,0.11903294,0.124389455,-0.16616738,-0.01840506,0.8050428242825066,0.8237205008429396,1.2037881118810618,1.1911774,0.85576415,0.60581857,0.78991395,1.131798,1.131798,0.75482327,2.943854e11,2.9399322e11,2.9399322e11
COM,Comoros,Comoro Franc,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14711514,0.14711514,,,,
COM,Comoros,Comoro Franc,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15851773,0.15851773,,,,
COM,Comoros,Comoro Franc,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16074462,0.16074462,,,,
COM,Comoros,Comoro Franc,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16230953,0.16230953,,,,
COM,Comoros,Comoro Franc,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16391462,0.16391462,,,,
COM,Comoros,Comoro Franc,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16649814,0.16649814,,,,
COM,Comoros,Comoro Franc,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17234898,0.17234898,,,,
COM,Comoros,Comoro Franc,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17788753,0.17788753,,,,
COM,Comoros,Comoro Franc,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1812383,0.1812383,,,,
COM,Comoros,Comoro Franc,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18357855,0.18357855,,,,
COM,Comoros,Comoro Franc,1960,134.43825,168.97705,0.18427702101146226,,,,127.67168,142.30898,381.11975,,121.08514980552361,599.02856,,,245.1898594711653,0.07176031,0.064379334,0,0,0,0,,,0.6640129,0.2910268,0.26390308,0.05139649,-0.27033943,1.8246376e-7,0.09092611208213879,0.03826128447965291,0.06047879899574401,0.16647261,0.11706943,0.06250154,0.34545162,0.18603186,0.18603186,0.38574204,4.9248336e7,4.9160868e7,4.9160868e7
COM,Comoros,Comoro Franc,1961,145.54948,181.58958,0.18861949396407218,,,,138.93993,155.24019,386.4543,,129.98752750848735,612.5166,,,245.25486108180684,0.07140396,0.06390651,0,0,0,0,,,0.6033699,0.25668493,0.32431507,0.040598746,-0.22496878,1.3182314e-7,0.09170531407883079,0.03975622686704494,0.058682589766712166,0.17403045,0.12325091,0.063805126,0.33933592,0.18790318,0.18790318,0.380004,5.2797724e7,5.2678572e7,5.2678572e7
COM,Comoros,Comoro Franc,1962,170.8361,215.0478,0.1931332477523999,,,,163.14223,185.91786,406.15225,,147.95834356539294,648.0132,,,245.00866366685352,0.06958938,0.06106441,0,0,0,0,,,0.5311986,0.34461984,0.2856022,0.028422888,-0.1898437,9.6707794e-8,0.09358255465170082,0.04108587728424443,0.059357399953766855,0.18461019,0.13171513,0.0655669,0.32023948,0.19012278,0.19012278,0.36602333,5.971386e7,5.953824e7,5.953824e7
COM,Comoros,Comoro Franc,1963,189.11809,235.06772,0.19782735018539518,,,,180.38182,203.61906,424.75827,,167.01361121349743,680.9672,,,245.01116607627728,0.073652975,0.0652476,0,0,0,0,,,0.5847994,0.3072302,0.27945232,0.04803963,-0.21952167,1.1190062e-7,0.09634244589749076,0.04207917320060393,0.06088383139553301,0.18227665,0.13571338,0.067585155,0.33877257,0.1923803,0.1923803,0.38285094,6.905935e7,6.898055e7,6.898055e7
COM,Comoros,Comoro Franc,1964,210.34927,263.38336,0.20272396701826856,,,,200.31038,228.071,455.34207,,185.40879737654575,727.83856,,,245.0219691608628,0.07658062,0.06725929,0,0,0,0,,,0.57886297,0.34927353,0.23780999,0.034453206,-0.20039982,1.5580574e-7,0.10134456550102049,0.04419158092141189,0.06387175438654458,0.19388601,0.14326173,0.07082349,0.3442148,0.19541459,0.19541459,0.39188793,7.8499224e7,7.850541e7,7.850541e7
