countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,cgdpe,cgdpo,ck,ctfp,rgdpna,rkna,rtfpna,labsh,xr,pl_gdpe,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k,phi_NR
BOL,Bolivia,Boliviano,1997,21840.922,22213.014,7.804333,2.666263,,2.5556734,20754.303,20900.906,33860.402,0.389613,22801.063722789782,59538.21,1.0460204,0.54931986,5.254258333333334,0.381884,0.37920538,2,1,0,0,,,0.6642741,0.12679084,0.2838268,0.09128714,-0.16407552,-0.0021033261,0.4265040071477671,0.5871519156743205,0.18575740785622327,0.66672343,0.5567209,0.52495503,0.08866028
BOL,Bolivia,Boliviano,1998,22450.322,22834.105,7.9712369999999995,2.7610319,,2.5748591,21283.025,21504.504,37747.22,0.37584805,23947.81008568229,63303.98,1.043769,0.51867205,5.510133333333333,0.3992616,0.3951495,2,1,0,0,,,0.6876153,0.16090992,0.2686866,0.095227025,-0.20444605,-0.007992792,0.4313355819383806,0.5797095173600274,0.20911277238634074,0.6461876,0.534549,0.56196266,0.06630434
BOL,Bolivia,Boliviano,1999,22848.963,22879.25,8.138802,2.855341,,2.5927618,21774.943,21704.557,40879.5,0.34311417,24050.03978393132,65902.09,1.0067434,0.53787637,5.812408333333333,0.38048613,0.38172007,2,1,0,0,,63.333333333333336,0.712229,0.13427876,0.26113725,0.100702025,-0.15660848,-0.05173858,0.4118073123669098,0.5336355671392127,0.21630969092280286,0.64139086,0.5399659,0.5010757,0.06576407
BOL,Bolivia,Boliviano,2000,23374.562,23195.002,8.307248,2.9473205,,2.6107888,22505.053,22069.049,44130.297,0.31335393,24653.169094591638,67820.1,0.9973447,0.5601214,6.183541666666667,0.37315422,0.38052645,2,1,0,0,,,0.7303592,0.1303442,0.25132346,0.11235416,-0.18058181,-0.043799207,0.3978739885909328,0.5296801036657847,0.22013812335782823,0.58747447,0.46388698,0.5042608,0.1134186
BOL,Bolivia,Boliviano,2001,24118.488,24138.584,8.476709,2.985713,,2.648843,23333.588,23006.094,48168.703,0.313462,25068.27926637053,68676.64,0.99319845,0.55858964,6.606916666666666,0.34891838,0.35388526,2,1,0,0,,,0.72335684,0.10854674,0.23591886,0.10155733,-0.16010444,-0.009275333,0.36834323266442703,0.4651810255171624,0.23586658770721533,0.57904,0.46357843,0.47884533,0.13176727
BOL,Bolivia,Boliviano,2002,25013.037,25140.766,8.646659,2.9769917,,2.6874518,24288.203,24164.008,52870.945,0.32111683,25691.36803280485,70061.51,1.0024216,0.5474753,7.17,0.3254866,0.32715952,2,1,0,0,,,0.7150204,0.12948468,0.22176063,0.09976912,-0.1555269,-0.0105079375,0.337759849027573,0.41170562862639964,0.2355714407954542,0.5689549,0.47080007,0.42825767,0.13691816
BOL,Bolivia,Boliviano,2003,26620.447,26133.877,8.815911,3.226223,,2.7266233,25994.385,25338.018,57549.3,0.30767876,26387.948044893325,71026.02,0.97155195,0.5451525,7.659166666666667,0.3109287,0.31898314,2,1,0,0,,,0.70749795,0.110804595,0.21546407,0.10147365,-0.13175945,-0.0034808016,0.3201705052711765,0.3809235429527299,0.24458672556170002,0.64199996,0.50455844,0.35916498,0.18144815
BOL,Bolivia,Boliviano,2004,28786.77,27366.197,8.982916999999999,3.3042185,,2.7663658,28218.86,26789.88,65162.008,0.3108787,27489.195069025605,71913.85,0.98582774,0.52488565,7.936266666666667,0.3108969,0.32748026,2,1,0,0,,68.8888888888889,0.70079213,0.09594263,0.20591336,0.12226207,-0.13117197,0.0062617585,0.31733064873278827,0.3762029532246207,0.2585723183367398,0.6882638,0.5369982,0.33086336,0.2758448
BOL,Bolivia,Boliviano,2005,30282.469,28704.566,9.146654999999999,3.3830354,,2.8066876,30282.469,28704.566,73307.44,0.31972712,28704.567570848132,73307.44,1.0,0.514479,8.066062500000001,0.31533492,0.33266905,1,1,0,0,0.5680034654600926,67.77777777777777,0.7005566,0.11838758,0.19958489,0.14125791,-0.14677286,-0.013014082,0.3149181246115807,0.400527367351485,0.2662644391425621,0.68991154,0.5561985,0.2969313,0.43208486
BRA,Brazil,Brazilian Real,1970,299415.94,280997.44,96.07830399999999,35.13534,2145.0,1.4574053,286765.56,283569.25,531728.5,0.5784456,348008.5659600006,994301.75,1.1675057,0.55195814,1.98785378344809e-12,0.12279668,0.124180816,0,0,0,0,,,0.68769354,0.19608317,0.13172795,0.04410625,-0.05962516,1.42857125e-5,0.1237872888477337,0.13009931018060691,0.10675478147683092,0.1979291,0.1551605,0.1321927,0.0208829
BRA,Brazil,Brazilian Real,1971,333827.6,315433.94,98.44513099999999,36.840282,2128.54,1.4480338,319127.78,317727.88,579041.94,0.61069334,387472.73733988294,1.071906e6,1.2287813,0.55195814,2.28822086312487e-12,0.12324802,0.12379104,0,0,0,0,,,0.6851442,0.20326932,0.13343565,0.040811244,-0.06264923,-1.1111112e-5,0.12534895416057174,0.12948696932910586,0.1029564121260219,0.1958811,0.16189528,0.13094085,0.022058658
BRA,Brazil,Brazilian Real,1972,374536.7,353209.66,100.828667,38.53716,2112.21,1.4387225,356915.38,355158.84,638042.1,0.6348257,433736.9821786628,1.1680028e6,1.2957033,0.55195814,2.56796001993275e-12,0.1418371,0.14253859,0,0,0,0,,,0.6726146,0.21348085,0.13480575,0.044910356,-0.065819226,7.692308e-6,0.1475090325238778,0.14161148312952043,0.1138942473340875,0.23078749,0.1918728,0.14215468,0.022023989
BRA,Brazil,Brazilian Real,1973,428492.56,400161.06,103.242395,43.27141,2096.0,1.429471,407012.25,401334.88,713888.06,0.63438827,494330.03858888004,1.2806841e6,1.333971,0.55195814,2.65094052783721e-12,0.17609465,0.17858571,0,0,0,0,,,0.6615069,0.22972205,0.13475077,0.047219314,-0.073193766,-5.2631576e-6,0.18685908421712397,0.17137967977012827,0.131288787085024,0.29669172,0.21986096,0.17164981,0.021554854
BRA,Brazil,Brazilian Real,1974,453486.47,448346.16,105.703409,44.26888,2079.77,1.420279,435127.84,435377.9,801594.0,0.67983204,534617.9367339599,1.4046475e6,1.3717613,0.55195814,2.9383610615176e-12,0.21117462,0.21105334,0,0,0,0,,,0.66928923,0.2484322,0.13789046,0.049523804,-0.1051357,1.5836585e-16,0.2269825467789511,0.20653599443106516,0.14280375553732966,0.32699516,0.26688507,0.21087912,0.026561614
BRA,Brazil,Brazilian Real,1975,475303.03,466444.16,108.22408,45.379845,2063.67,1.4111462,458737.5,456069.7,891340.25,0.69534546,562257.6840629479,1.5424952e6,1.3694919,0.55195814,3.5168444719385e-12,0.23554082,0.23691863,1,0,0,0,0.6828190869854593,,0.64090014,0.26832396,0.13482927,0.051277023,-0.095333,2.631579e-6,0.25106024193666315,0.22689915771638497,0.17896829609910167,0.3334932,0.2737741,0.23430803,0.021758454
BRA,Brazil,Brazilian Real,1976,521489.72,508373.2,110.80481599999999,46.61297,2047.69,1.4186532,500937.47,493950.03,947515.5,0.70823634,619945.3224476781,1.7026732e6,1.4192352,0.55195814,4.61870733099062e-12,0.2550046,0.25861195,2,0,0,0,,,0.6715496,0.25763047,0.10919545,0.047211137,-0.08558669,1.1391701e-16,0.26517732823332124,0.2312998417485247,0.24837060666957889,0.38416836,0.2841056,0.2401085,0.021636676
BRA,Brazil,Brazilian Real,1977,539426.8,521162.03,113.442106,50.86958,2031.83,1.4262003,517298.75,505565.44,1.0122832e6,0.6686157,650508.6268441967,1.8563495e6,1.361195,0.55195814,6.12086729455843e-12,0.28740016,0.2940702,2,0,0,0,,,0.69706595,0.24122539,0.09171849,0.04558588,-0.0755946,-1.0989012e-6,0.29189457628434695,0.2687750902785971,0.3022273540230202,0.46738586,0.3077023,0.27161884,0.022659909
BRA,Brazil,Brazilian Real,1978,556149.25,540791.2,116.13850699999999,52.276894,2016.1,1.4337875,531466.56,524715.5,1.0840642e6,0.66257995,682838.9055986117,2.02098e6,1.3509469,0.55195814,7.81974984419137e-12,0.31761804,0.32170454,2,0,0,0,,,0.7046027,0.24114728,0.07918837,0.04853438,-0.073473506,7.575758e-7,0.3126551269146624,0.3072750624613995,0.39327373528798126,0.44363478,0.34524226,0.30571935,0.021238223
BRA,Brazil,Brazilian Real,1979,588945.44,579548.8,118.89587499999999,51.316357,2000.49,1.4414151,562974.44,559778.06,1.1814672e6,0.69763845,728998.8156171534,2.1965155e6,1.3996316,0.55195814,1.1660690720063e-11,0.33055732,0.33244482,2,0,0,0,,,0.72608155,0.23083925,0.069761775,0.05153764,-0.0782198,-4.608295e-7,0.31613989003243925,0.33322119426208724,0.47179949153110734,0.46706852,0.39637128,0.3295324,0.026731983
BRA,Brazil,Brazilian Real,1980,593965.8,584487.6,121.71186399999999,50.585644,1985.0,1.4490832,572457.2,561710.7,1.2723755e6,0.69964635,796285.4062985944,2.396773e6,1.4775571,0.55195814,2.28123189244443e-11,0.33386743,0.3402549,1,0,0,0,0.563546884574046,,0.7794262,0.25855866,0.06529533,0.06494644,-0.08565791,-0.0825688,0.3274089964425132,0.3289919785271623,0.43026721594023415,0.4325786,0.3279842,0.32886958,0.037237924
BRA,Brazil,Brazilian Real,1981,602288.44,607500.94,124.588432,52.43089,1974.1,1.4887297,580636.3,581845.1,1.38879e6,0.6779199,762443.2765308676,2.5620672e6,1.326317,0.55195814,4.03001093531326e-11,0.3884664,0.38765934,2,0,0,0,,,0.7081551,0.22611116,0.06365621,0.07389265,-0.07181515,0.0,0.3721743604684075,0.4111694778861208,0.48906708849595515,0.42131603,0.43350407,0.4057034,0.036026303
BRA,Brazil,Brazilian Real,1982,618598.0,623532.94,127.51467299999999,55.070354,1963.25,1.529461,598399.56,598593.44,1.4845745e6,0.66465235,768771.5557258475,2.703254e6,1.251859,0.55195814,7.76854427171099e-11,0.39903682,0.39890757,2,0,0,0,,,0.7181768,0.21258949,0.068909876,0.06399511,-0.063671194,0.0,0.3811759249458361,0.4046193210330917,0.5679607442946593,0.4872475,0.4897263,0.40201685,0.0348114
BRA,Brazil,Brazilian Real,1983,609082.7,615077.9,130.459023,55.256157,1952.47,1.5713067,588433.94,591343.06,1.5045814e6,0.61867076,746246.5491434479,2.821718e6,1.1722414,0.55195814,2.49718172221135e-10,0.28956875,0.28814423,2,0,0,0,,,0.7144352,0.18255074,0.072603665,0.07353983,-0.051590096,0.008460634,0.28957343556845083,0.2563331604014011,0.3730884518646515,0.43556088,0.52505404,0.26369473,0.057670113
BRA,Brazil,Brazilian Real,1984,645472.5,637068.7,133.380123,57.893314,1941.75,1.6142973,620924.56,611442.75,1.5546946e6,0.580471,786543.8627971793,2.9292178e6,1.166638,0.55195814,7.99741323974137e-10,0.2826539,0.2870371,2,1,0,0,,,0.70099115,0.18227583,0.07703711,0.0874712,-0.047704063,-7.124537e-5,0.2885508203346858,0.24884396445530466,0.30899228870414375,0.44210058,0.48312908,0.264195,0.06306177
BRA,Brazil,Brazilian Real,1985,678320.4,670433.0,136.24676399999998,63.29862,1931.08,1.658464,657370.7,647380.75,1.6375788e6,0.55139285,848279.6905877999,3.0112685e6,1.1654918,0.55195814,2.68324234084592e-9,0.28511497,0.28951466,2,1,0,0,,,0.68558407,0.19549881,0.08148813,0.08116237,-0.04446907,0.0007357181,0.2775599249011027,0.2837481107456966,0.35195706866852217,0.43586046,0.46138126,0.317486,0.06600075
BRA,Brazil,Brazilian Real,1986,766415.56,764099.1,139.04944,63.447002,1920.47,1.6953429,743809.06,738905.06,1.8128239e6,0.5916328,911815.8394128535,3.1568332e6,1.2102028,0.55195814,5.90968226749251e-9,0.3029432,0.3049538,2,1,0,0,,,0.680506,0.21433105,0.08705801,0.054772045,-0.03667456,7.5095368e-6,0.3037292016956347,0.27158357867813465,0.37400467240939383,0.4910676,0.52907777,0.31579697,0.04253437
BRA,Brazil,Brazilian Real,1987,793988.75,789465.56,141.791325,65.344086,1909.92,1.7271289,770561.56,762279.75,1.9229679e6,0.5741959,944002.9385441572,3.290193e6,1.1977276,0.55195814,1.6976307824584e-8,0.32070765,0.324192,2,1,0,0,,,0.6723079,0.21158668,0.09385095,0.056487165,-0.034318455,8.581093e-5,0.3002253395806945,0.3417140416139835,0.4200753082049721,0.54273474,0.5846369,0.39882803,0.05234241
BRA,Brazil,Brazilian Real,1988,808126.7,792946.25,144.47037699999998,67.23458,1899.43,1.755998,782634.75,767797.56,1.9994608e6,0.5453395,943436.5367808844,3.4128048e6,1.1485965,0.55195814,1.1354767374037e-7,0.35271347,0.3595294,2,1,0,0,,,0.6614348,0.2034897,0.10122021,0.067134574,-0.03327966,3.190367e-7,0.3226725308116273,0.40310274163952786,0.447718379477999,0.5855677,0.6176382,0.44637704,0.048599996
BRA,Brazil,Brazilian Real,1989,817696.44,814563.44,147.088677,68.75185,1889.0,1.7853496,789196.3,785250.8,2.1403615e6,0.52691835,973249.131343441,3.5354278e6,1.1415292,0.55195814,1.22638743473744e-6,0.4757815,0.4781721,2,1,0,0,,,0.6439439,0.20239814,0.12646626,0.065334275,-0.038142525,-6.514798e-8,0.4277857252292529,0.5874278722020067,0.5414875228866325,0.60402113,0.6327684,0.65252686,0.041198198
BRA,Brazil,Brazilian Real,1990,792716.8,794857.8,149.650206,70.29433,1879.0,1.8151919,768590.6,766545.94,2.230303e6,0.49115384,930912.7941297273,3.602436e6,1.0598056,0.55195814,2.95572678942699e-5,0.47910327,0.48038122,2,1,0,0,,,0.7024271,0.15804745,0.124413155,0.059068106,-0.043955784,1.5807236e-16,0.39937436010437904,0.6970350163574968,0.6523984810348308,0.6373728,0.66271293,0.696607,0.043429866
BRA,Brazil,Brazilian Real,1991,842244.1,844229.75,152.146887,70.81543,1874.23,1.8480974,815854.94,815298.8,2.2928842e6,0.5082425,940501.195909256,3.6601295e6,1.048354,0.55195814,0.000175961443086024,0.4199388,0.42022526,2,1,0,0,,,0.69929785,0.16185282,0.13189591,0.055933196,-0.04897978,-1.6989523e-16,0.3699783808983937,0.5132734341332056,0.5702903251604204,0.6518997,0.67898196,0.5341761,0.042271357
BRA,Brazil,Brazilian Real,1992,875166.94,870032.06,154.582103,71.040504,1869.48,1.8815993,842116.4,838456.4,2.3745388e6,0.494288,936266.9270381388,3.7168045e6,1.024451,0.55195814,0.00195302352248811,0.3897431,0.39144439,2,1,0,0,,,0.66609436,0.1571192,0.15451474,0.07024952,-0.049537912,0.0015600624,0.3612205961556432,0.4702926454315793,0.43079298050060266,0.60850865,0.665684,0.5328685,0.045421753
BRA,Brazil,Brazilian Real,1993,940497.8,937261.6,156.98582399999998,71.44859,1864.73,1.9157087,904816.94,902397.6,2.4910492e6,0.51773477,981546.606817014,3.7760512e6,1.0526584,0.5274736,0.038276610926673,0.4070357,0.40812695,2,1,0,0,,,0.64665097,0.16375858,0.17818828,0.06999065,-0.0585175,-7.093708e-5,0.37921199373706466,0.5195939662488961,0.4045654555919867,0.6126093,0.6342651,0.60519063,0.041366335
BRA,Brazil,Brazilian Real,1994,1.0557284e6,1.0534601e6,159.39855799999998,72.34636,1860.0,1.9504362,1.0114445e6,1.01284475e6,2.6208908e6,0.54768896,1.0389897472455379e6,3.8644248e6,1.084502,0.54886854,0.664683514070577,0.51942575,0.5187077,2,1,0,0,,,0.61914414,0.16910192,0.20685974,0.07749859,-0.07260728,2.863647e-6,0.4996293841329678,0.679295147616066,0.44798895328370536,0.63671935,0.65451115,0.76047444,0.03024324
BRA,Brazil,Brazilian Real,1995,1.2290316e6,1.2238031e6,161.848162,73.32172,1855.23,1.9857934,1.1726588e6,1.1746811e6,2.8173122e6,0.59934753,1.082872451623041e6,4.0131312e6,1.0923334,0.5714011,0.9176666666666666,0.6557333,0.65460426,2,1,0,0,,,0.58435076,0.17631797,0.2527654,0.06970314,-0.083137244,-1.5139494e-16,0.6996427033692473,0.6692930243977888,0.5447633719744719,0.6815097,0.6909241,0.72047675,0.022966795
BRA,Brazil,Brazilian Real,1996,1.4823381e6,1.4767778e6,164.342524,71.58774,1850.48,2.0265567,1.404454e6,1.4073089e6,3.0031618e6,0.69405127,1.1061599157204328e6,4.1664898e6,1.1001047,0.56267214,1.0051,0.5978719,0.596659,1,1,0,0,0.5339400961757884,,0.507193,0.15931942,0.34941489,0.05587388,-0.07180117,1.386419e-16,0.7606937326110198,0.6381572542779047,0.34315948003987534,0.70124024,0.6952026,0.68431413,0.025134774
BRA,Brazil,Brazilian Real,1997,1.4303525e6,1.4196692e6,166.869168,72.04124,1845.73,2.068157,1.36137e6,1.363823e6,3.2064155e6,0.64217967,1.143495627537477e6,4.3465175e6,1.0995907,0.5401009,1.077991666666667,0.639944,0.638793,2,1,0,0,,,0.53399104,0.18030764,0.30586073,0.064552635,-0.08471097,-1.064796e-6,0.7761032507204418,0.6173759106716169,0.41553276476602324,0.6749513,0.6802086,0.6458832,0.023966819
BRA,Brazil,Brazilian Real,1998,1.3666452e6,1.3497735e6,169.40971299999998,72.83769,1841.0,2.1106112,1.2981321e6,1.2997338e6,3.4334985e6,0.5704106,1.1438998672875804e6,4.5134085e6,1.0629745,0.546579,1.160516666666667,0.65003216,0.64923114,2,1,0,0,,,0.5529205,0.1832556,0.28256235,0.07068318,-0.08942168,-1.3796102e-16,0.7553842436418124,0.6032757137958811,0.4742020615537066,0.636772,0.6485082,0.6083606,0.025005134
BRA,Brazil,Brazilian Real,1999,1.3031951e6,1.2942818e6,171.936271,73.86132,1841.0,2.1539366,1.2447251e6,1.2519054e6,3.6221585e6,0.5171585,1.1468061193245568e6,4.627874e6,1.0340968,0.5444039,1.813932846572129,0.47168812,0.46898282,2,1,0,0,,71.66666666666667,0.57563096,0.16951454,0.2630873,0.070122726,-0.07835554,-1.9828128e-16,0.5273747013328227,0.4530819030169284,0.36183522268977014,0.62942195,0.6473753,0.4497819,0.037622634
BRA,Brazil,Brazilian Real,2000,1.3131032e6,1.3127796e6,174.425387,78.1019,1841.0,2.1981518,1.2683488e6,1.2770025e6,3.8283545e6,0.48517418,1.1961898521302468e6,4.75615e6,1.022184,0.53774905,1.829423122075611,0.5083215,0.5048768,2,1,0,0,,,0.5873663,0.19095913,0.23241414,0.084470205,-0.09520975,1.8056477e-16,0.5530865227053551,0.48251514968027237,0.4163928772048794,0.59639466,0.6226405,0.4845207,0.044824094
BRA,Brazil,Brazilian Real,2001,1.2965645e6,1.2957654e6,176.87713499999998,78.656815,1841.0,2.2284129,1.2588658e6,1.2657634e6,4.061926e6,0.46708462,1.2118972460793904e6,4.880716e6,1.0119561,0.5410651,2.34963170932244,0.4402275,0.4378285,2,1,0,0,,,0.59689015,0.19270279,0.21804051,0.09178133,-0.09941476,0.0,0.4655639228228539,0.40961202645286526,0.3979262358136927,0.5810969,0.5944115,0.40759334,0.05272514
BRA,Brazil,Brazilian Real,2002,1.3091642e6,1.2933975e6,179.28922699999998,81.593155,1841.0,2.2590904,1.2772345e6,1.2705878e6,4.2786025e6,0.44831952,1.24411061509865e6,4.988133e6,1.0010669,0.5293927,2.920363017755193,0.39620015,0.39827278,2,1,0,0,,,0.6049627,0.1768363,0.20821665,0.095419824,-0.085435495,1.1502568e-16,0.40630518178771596,0.3647727002693161,0.393531471386281,0.5883789,0.5865779,0.36413816,0.06750627
BRA,Brazil,Brazilian Real,2003,1.300072e6,1.2772499e6,181.633074,82.76688,1841.0,2.2901905,1.273772e6,1.2583075e6,4.5066625e6,0.42825136,1.2583758340307765e6,5.0783875e6,0.9893303,0.520609,3.077475118478014,0.43366,0.43898967,2,1,0,0,,,0.6051838,0.17577249,0.20185843,0.100665234,-0.083479874,0.0,0.4492213231498648,0.3938732571504803,0.42165153871181554,0.65356296,0.6349896,0.37926102,0.07266187
BRA,Brazil,Brazilian Real,2004,1.365016e6,1.3351681e6,183.873377,87.161896,1841.0,2.3217185,1.3412231e6,1.3199832e6,4.861698e6,0.4201907,1.33025794085989e6,5.187465e6,1.0006678,0.51674604,2.925119449515863,0.49487135,0.5028344,2,1,0,0,,77.77777777777777,0.5974142,0.18903169,0.19025227,0.11704567,-0.093743846,0.0,0.5031519060413826,0.45533058896458733,0.5081564907265332,0.7056287,0.67307234,0.417246,0.07606905
BRA,Brazil,Brazilian Real,2005,1.383634e6,1.3722898e6,185.986964,89.62329,1841.0,2.3536806,1.383634e6,1.3722898e6,5.2985705e6,0.41556656,1.37228975e6,5.2985705e6,1.0,0.52448565,2.434390036231884,0.6374836,0.6427534,1,1,0,0,0.8256447717975121,82.22222222222223,0.609642,0.1791221,0.18312071,0.13428783,-0.10617261,0.0,0.6354781107813617,0.5815193119216344,0.6989023879509875,0.7241016,0.6974041,0.5028756,0.08219499
BRB,Barbados,Barbados Dollar,1970,2990.8145,2863.9358,0.238593,0.07404447,,2.6034515,2872.8003,2895.9993,2128.889,1.356044,4020.9810716853867,1847.5144,1.2665112,0.7359766,2.000000001,0.074580684,0.073983245,0,0,0,0,,,1.066998,0.09162007,0.0983449,0.11963492,-0.47460708,0.098009184,0.06267751823510753,0.17661746408980256,0.10866517053545653,0.11267179,0.08531782,0.22326598,0.0062052403
BRB,Barbados,Barbados Dollar,1971,3125.6143,2953.221,0.239841,0.07534254,,2.5807762,2986.1567,2991.2297,2256.8186,1.3610841,4178.310897954073,1930.6783,1.2926182,0.7359766,1.97487615254815,0.080649175,0.080512404,0,0,0,0,,,1.0138662,0.07680495,0.10257055,0.11346624,-0.44346032,0.13675237,0.067823028830684,0.20265086407076865,0.11607514637660366,0.12338667,0.091850474,0.2542914,0.0053894087
BRB,Barbados,Barbados Dollar,1972,3118.4207,3004.9277,0.24134499999999998,0.07695304,,2.5574825,2955.7803,3038.5906,2389.8325,1.3305514,4231.534249026752,2013.9052,1.2831156,0.7359766,1.921280710357256,0.09320899,0.09066877,0,0,0,0,,,0.993992,0.07763703,0.103834614,0.10069255,-0.41959065,0.14343442,0.0800741494475493,0.21769225633606057,0.12587063938416906,0.14617449,0.11110521,0.27065364,0.004653058
BRB,Barbados,Barbados Dollar,1973,3263.5815,2930.828,0.242949,0.078563385,,2.5244677,3071.8777,2908.7163,2524.7944,1.2291757,4288.266446726787,2092.3262,1.2799788,0.7359766,1.959220537436677,0.109426945,0.115565136,0,0,0,0,,,1.045018,0.08032735,0.12167587,0.1262008,-0.5319652,0.15874314,0.09240481251471178,0.2675885784918641,0.1512078970892688,0.14570354,0.10832601,0.328808,0.006521942
BRB,Barbados,Barbados Dollar,1974,3088.0952,2811.7964,0.24443299999999998,0.080162816,,2.4918792,2919.7266,2408.4585,2696.8938,1.0337113,4088.8259820170965,2187.106,1.199916,0.7359766,2.053230910788784,0.13766213,0.16688508,0,0,0,0,,,1.1261146,0.113809146,0.11625953,0.2185027,-0.7493282,0.17464218,0.11803619516213387,0.28018889712618666,0.18824038515203817,0.16350752,0.113010585,0.3490044,0.01221463
BRB,Barbados,Barbados Dollar,1975,3398.4236,3330.4905,0.24564599999999998,0.08160138,,2.4597116,3208.1753,2842.5845,2879.177,1.2085313,4011.1382893595915,2288.5347,1.1594309,0.7535966,2.0188665976,0.1472669,0.1662072,0,0,0,0,,,1.029508,0.09853864,0.09481454,0.13724439,-0.5075666,0.14746106,0.13139341471839106,0.25742942358520476,0.20513354512309698,0.2749437,0.14997703,0.3240352,0.0054265875
BRB,Barbados,Barbados Dollar,1976,2665.8684,2624.8042,0.246523,0.08719445,,2.4438891,2507.2947,2252.9526,3088.573,0.88463104,4187.628374170687,2450.534,1.1377358,0.7535966,2.0,0.20451653,0.22760499,0,0,0,0,,,1.0127401,0.16663864,0.09798364,0.19127147,-0.61432946,0.14569557,0.18230504018615876,0.29280255759409163,0.283944188273821,0.19977292,0.17093216,0.36348101,0.0047210893
BRB,Barbados,Barbados Dollar,1977,2711.6118,2692.3257,0.247128,0.08646093,,2.4281688,2551.3354,2310.2478,3321.1826,0.8973682,4338.382997999197,2571.2637,1.1779634,0.7535966,2.0,0.2286204,0.25247824,0,0,0,0,,,0.96559405,0.13526838,0.09450307,0.2037844,-0.617496,0.21834609,0.20124057530412004,0.3557871892129431,0.32635414836815074,0.20430058,0.1903941,0.42484376,0.005406275
BRB,Barbados,Barbados Dollar,1978,2663.0117,2542.9292,0.24758899999999998,0.08655643,,2.4125493,2491.5962,2210.1003,3645.9573,0.8372541,4550.96376526284,2734.0493,1.2220501,0.7535966,2.0,0.2620216,0.29539475,0,0,0,0,,,0.93913245,0.1745011,0.0963774,0.25889045,-0.67519474,0.20629337,0.2426207900844114,0.3075051021147326,0.3687167475940222,0.22687313,0.2093137,0.3580337,0.0064178924
BRB,Barbados,Barbados Dollar,1979,2806.8918,2678.0889,0.248101,0.096515834,,2.3970304,2627.6096,2299.8665,3919.5166,0.8016225,4910.4899005286925,2869.2935,1.2061776,0.7535966,2.0,0.30125123,0.34418112,0,0,0,0,,,0.9817741,0.16066228,0.09354663,0.24278457,-0.7367924,0.25802484,0.27523088059818673,0.4000288804452558,0.4046888486213173,0.27175516,0.24829993,0.45414194,0.010430865
BRB,Barbados,Barbados Dollar,1980,2899.2476,2652.1482,0.248796,0.0980507,,2.3816113,2736.5322,2194.03,4164.551,0.7617694,5126.551456805955,3015.956,1.2351663,0.7535966,2.0,0.37122905,0.46302024,0,0,0,0,,,0.945594,0.18440321,0.09853652,0.27363542,-0.8328712,0.330702,0.335480757751113,0.4886936358157945,0.49445775324629615,0.32712075,0.28297383,0.55227864,0.012645993
BRB,Barbados,Barbados Dollar,1981,2826.7756,2588.312,0.249716,0.09907559,,2.413818,2669.2986,2171.5654,4502.5923,0.7262413,5029.1469759260035,3197.4963,1.1731135,0.7535966,2.0,0.41886836,0.51487494,0,0,0,0,,,0.97237504,0.2055468,0.11155354,0.2988603,-0.8493643,0.26102868,0.37662986603050863,0.5480881092221825,0.5489489932918955,0.37663454,0.32047933,0.60758865,0.007855485
BRB,Barbados,Barbados Dollar,1982,2709.83,2597.9136,0.250809,0.09620241,,2.44646,2567.3435,2217.8398,4689.933,0.7568941,4782.718777762087,3312.612,1.1193632,0.7535966,2.0,0.45502996,0.526737,0,0,0,0,,,0.88816637,0.15811978,0.102417834,0.28105065,-0.6832023,0.2534477,0.4127887774255518,0.5986226266403902,0.5996569326641072,0.42164868,0.3629418,0.66394866,0.007680825
BRB,Barbados,Barbados Dollar,1983,2736.1238,2636.9246,0.252017,0.09463728,,2.4795437,2592.5613,2308.9143,4587.74,0.76900685,4806.632371626124,3392.315,1.1208951,0.7535966,2.0,0.4783874,0.53715664,0,0,0,0,,,0.8479328,0.13195778,0.097600214,0.34722513,-0.66218895,0.237473,0.4344585288052973,0.6441992934822066,0.6358515804145249,0.4500437,0.39585087,0.7342553,0.008882082
BRB,Barbados,Barbados Dollar,1984,2853.0417,2716.0562,0.25324399999999997,0.09205672,,2.5130746,2690.5164,2374.303,4552.4907,0.7715908,4979.6711370839375,3446.1306,1.1692098,0.7535966,2.0,0.50244844,0.5693653,0,1,0,0,,,0.84596723,0.10831249,0.09902628,0.31914747,-0.67144215,0.29898867,0.458957028616162,0.6775096902897786,0.6825114171739057,0.47019565,0.41725436,0.7908462,0.011411583
BRB,Barbados,Barbados Dollar,1985,2865.0273,2535.5012,0.254419,0.09108752,,2.547059,2720.9849,2219.782,4555.051,0.7067018,5034.4475164655405,3487.7485,1.1760528,0.7535966,2.0,0.51992875,0.637323,1,1,0,0,0.6698804558133683,,0.8588128,0.11226012,0.12183777,0.2896123,-0.6886221,0.30609912,0.4716754991657166,0.6952616531811594,0.6985072878061208,0.50124633,0.39377734,0.8280443,0.0109872
